Name,Position,Team,Games,Season,Age,Salary,Goals,Assists,Goals_Sixty,Assists_Sixty,CF_Percent,PDO,CFRel_Percent,Corsi,CorsiFor,CorsiAgainst,Shots,TOI
Alex.Burmistrov,CR,WPG,76,20112012,19,0.9,9,12,0.55,0.74,53.05,100.42,3.38,108,938,830,87,978.73
Alex.Burmistrov,CR,WPG,44,20122013,20,0.9,4,6,0.43,0.65,51.52,100.22,2.81,30,509,479,46,556.55
Alex.Burmistrov,CR,WPG,72,20152016,23,1.5,5,10,0.32,0.65,48.52,97.77,-4.66,-46,756,802,70,924.67
Brent.Burns,DR,MIN,88,20072008,22,NA,6,14,0.25,0.58,50.76,102.17,2.58,37,1239,1202,107,1449.21
Brent.Burns,DR,MIN,59,20082009,23,3,2,8,0.13,0.51,47.84,99.51,0.84,-70,776,846,85,949.42
Brent.Burns,DR,MIN,47,20092010,24,3.4,0,7,0,0.55,48.83,98.57,1.67,-32,668,700,67,764.52
Brent.Burns,DR,MIN,80,20102011,25,3.8,8,17,0.33,0.71,48.04,100.29,4.41,-101,1238,1339,106,1433.88
Brent.Burns,DR,S.J,86,20112012,26,4,6,15,0.24,0.61,53.29,100.14,2.24,193,1563,1370,136,1474.03
Brent.Burns,DR,S.J,41,20122013,27,5.76,9,12,0.94,1.25,55.4,99.31,5.82,121,621,500,77,575.49
Brent.Burns,DR,S.J,76,20132014,28,5.76,18,16,1.05,0.93,56.57,101.26,4.53,280,1205,925,193,1031.68
Brent.Burns,DR,S.J,82,20142015,29,5.76,9,23,0.37,0.96,53.43,98.69,3.55,204,1589,1385,145,1441.95
Brent.Burns,DR,S.J,72,20152016,30,5.76,15,15,0.66,0.66,52.45,100.23,1.67,126,1351,1225,191,1364.53
Alex.Burrows,RL,VAN,82,20072008,26,0.475,7,16,0.45,1.02,49.26,101.22,1.62,-23,767,790,101,937.54
Alex.Burrows,RL,VAN,91,20082009,27,0.525,23,20,1.2,1.04,53.57,101.61,6.48,143,1074,931,139,1150.3
Alex.Burrows,RL,VAN,94,20092010,28,2,23,24,1.1,1.15,54.62,103.3,3.83,215,1270,1055,167,1257.59
Alex.Burrows,RL,VAN,97,20102011,29,2,29,25,1.29,1.11,55.16,101.5,3.58,259,1384,1125,147,1346.55
Alex.Burrows,RL,VAN,85,20112012,30,2,22,17,1.13,0.87,58.53,101.99,7.82,363,1245,882,147,1170.97
Alex.Burrows,RL,VAN,51,20122013,31,2,13,10,1.16,0.89,58.51,104.31,9.25,201,691,490,98,674.32
Alex.Burrows,RL,VAN,49,20132014,32,6,3,5,0.28,0.47,56.05,96.5,4.69,148,686,538,76,637.05
Alex.Burrows,RL,VAN,73,20142015,33,5,11,11,0.78,0.78,53.5,96.96,5.58,108,825,717,108,846.31
Alex.Burrows,RL,VAN,69,20152016,34,4,4,8,0.31,0.63,47.62,98.45,0.65,-65,649,714,84,767.12
Bobby.Butler,R,OTT,2,20092010,22,0.9,0,0,0,0,48,90,-3.22,-1,12,13,2,16.57
Bobby.Butler,R,OTT,36,20102011,23,0.9,9,6,1.16,0.77,49.05,96.27,-0.35,-17,438,455,53,465.94
Bobby.Butler,R,OTT,59,20112012,24,0.9,5,10,0.48,0.97,52.83,102.46,1.17,69,643,574,79,618.99
Bobby.Butler,R,N.J/NSH,34,20122013,25,0.525,3,3,0.61,0.61,52.19,96.53,2.9,20,238,218,29,297.26
Bobby.Butler,R,FLA,2,20132014,26,0.6,0,1,0,2.45,73.68,97.48,18.51,18,28,10,5,24.46
Chris.Butler,D,BUF,47,20082009,21,0.56,2,4,0.17,0.35,44.6,103.65,-5.6,-135,557,692,29,687.47
Chris.Butler,D,BUF,58,20092010,22,0.585,1,7,0.07,0.5,49.9,97.42,-1.62,-3,765,768,42,842.68
Chris.Butler,D,BUF,56,20102011,23,0.585,2,7,0.14,0.49,50.5,100.54,1.72,16,801,785,43,855.94
Chris.Butler,D,CGY,68,20112012,24,1.3,2,10,0.1,0.51,46.03,100.13,-1.81,-173,1003,1176,47,1181.97
Chris.Butler,D,CGY,44,20122013,25,1.2,0,7,0,0.65,44.15,97.23,-4.47,-141,532,673,37,647.85
Chris.Butler,D,CGY,82,20132014,26,1.7,1,13,0.04,0.57,42.78,97.76,-5.51,-369,1093,1462,66,1378.72
Chris.Butler,D,STL,33,20142015,27,0.65,2,5,0.23,0.57,50.59,101.09,-0.36,11,468,457,48,523.08
Chris.Butler,D,STL,5,20152016,28,0.675,0,0,0,0,39.58,96.9,-11.81,-20,38,58,3,49.22
Dane.Byers,L,NYR,1,20072008,21,0.625,0,0,0,0,18.18,83.33,-50.94,-7,2,9,0,4.47
Dane.Byers,L,NYR,5,20092010,23,0.5,1,0,1.95,0,51.02,108.33,3.65,1,25,24,2,30.81
Dane.Byers,L,CBJ,8,20112012,25,0.55,0,0,0,0,45.56,100,-2.61,-8,41,49,7,60.52
Dustin.Byfuglien,D,CHI,67,20072008,22,0.675,12,6,0.85,0.43,54.15,99.05,5.73,102,665,563,89,844.47
Dustin.Byfuglien,D,CHI,94,20082009,23,3,12,14,0.63,0.73,53.95,100.76,-1.03,146,996,850,181,1147
Dustin.Byfuglien,D,CHI,104,20092010,24,3,15,14,0.66,0.62,55.35,97.43,-0.04,255,1318,1063,173,1358.1
Dustin.Byfuglien,D,ATL,80,20102011,25,3,9,15,0.38,0.63,54.3,100.11,9.18,241,1521,1280,208,1436.64
Dustin.Byfuglien,D,WPG,66,20112012,26,4.25,6,22,0.29,1.07,53.42,98.92,5.34,163,1273,1110,144,1239.08
Dustin.Byfuglien,D,WPG,43,20122013,27,4.25,2,12,0.14,0.86,50.32,99.92,1.75,10,793,783,90,836.47
Dustin.Byfuglien,D,WPG,78,20132014,28,5.75,11,15,0.51,0.7,50.46,96.09,0.88,23,1254,1231,142,1285.98
Dustin.Byfuglien,D,WPG,73,20142015,29,5.75,11,10,0.56,0.51,52.39,99.84,-0.06,101,1109,1008,121,1185.72
Dustin.Byfuglien,D,WPG,72,20152016,30,6,11,13,0.5,0.6,54.98,99.76,5.06,242,1336,1094,130,1310.68
Paul.Byron,C,BUF,8,20102011,21,0.545,1,0,0.68,0,51.57,97.78,3.34,5,82,77,4,87.74
Paul.Byron,C,CGY,22,20112012,22,0.57,2,2,0.55,0.55,42.5,105.2,-1.49,-48,136,184,10,220.11
Paul.Byron,C,CGY,4,20122013,23,0.56,0,0,0,0,35.94,85.71,-6.11,-18,23,41,1,35.11
Paul.Byron,C,CGY,47,20132014,24,0.643,4,7,0.43,0.75,50.47,100.14,3.74,9,487,478,32,556.58
Paul.Byron,C,CGY,57,20142015,25,0.6,5,10,0.44,0.88,46.39,98.9,2.32,-88,566,654,41,680.67
Paul.Byron,C,MTL,54,20152016,26,0.9,5,3,0.49,0.29,49.68,95.16,-3.24,-7,539,546,29,615.62
Kyle.Calder,L,L.A,65,20072008,28,2.7,4,10,0.39,0.97,46.14,99.27,0.34,-83,496,579,53,618.03
Kyle.Calder,L,L.A,74,20082009,29,2.7,6,16,0.42,1.12,52.72,100.17,2.08,85,824,739,74,857.81
Kyle.Calder,L,ANA,14,20092010,30,0.5,0,1,0,0.36,50,92.3,0.44,0,136,136,19,167.03
Ryan.Caldwell,D,PHX,2,20072008,26,NA,0,0,0,0,68.42,100,11.08,7,13,6,1,11.19
Joe.Callahan,D,NYI,18,20082009,25,0.575,0,2,0,0.52,44.32,106.52,-4.3,-49,191,240,6,231.65
Joe.Callahan,D,S.J,1,20092010,26,0.5,0,1,0,6.27,18.75,150,-24.29,-10,3,13,0,9.57
Joe.Callahan,D,FLA,27,20102011,27,0.525,0,1,0,0.15,48.63,99.12,-3.06,-19,337,356,19,398.23
Mitchell.Callahan,R,DET,1,20132014,22,0.55,0,0,0,0,63.64,100,14.36,3,7,4,0,8.95
Ryan.Callahan,R,NYR,62,20072008,22,0.575,7,7,0.61,0.61,50.09,101.66,-4.07,2,557,555,99,689.65
Ryan.Callahan,R,NYR,88,20082009,23,0.6,18,14,0.93,0.72,53.05,100.35,1.42,137,1190,1053,192,1166
Ryan.Callahan,R,NYR,77,20092010,24,2.2,7,5,0.42,0.3,49.08,98.63,-1.02,-33,878,911,127,993.19
Ryan.Callahan,R,NYR,60,20102011,25,2.4,10,15,0.75,1.13,48.61,98.36,0.08,-41,717,758,112,799.77
Ryan.Callahan,R,NYR,96,20112012,26,4,12,22,0.5,0.92,47.34,98.72,-0.79,-135,1203,1338,182,1427.59
Ryan.Callahan,R,NYR,57,20122013,27,4,9,14,0.62,0.96,51.84,101.5,2.51,64,903,839,125,876.4
Ryan.Callahan,R,NYR/T.B,69,20132014,28,4.825,9,14,0.54,0.84,50.66,100.7,-0.74,25,960,935,120,995.33
Ryan.Callahan,R,T.B,102,20142015,29,6,13,27,0.55,1.14,52.36,101.67,0.45,119,1320,1201,176,1424.84
Ryan.Callahan,R,T.B,70,20152016,30,6.4,7,14,0.46,0.93,50.65,100.33,-1.88,21,814,793,119,905.09
Matthew.Calvert,L,CBJ,42,20102011,20,0.688,8,8,1.17,1.17,54.97,100.66,4.23,71,393,322,31,411.47
Matthew.Calvert,L,CBJ,13,20112012,21,0.713,0,3,0,1.62,53.76,93.09,5.56,13,93,80,3,110.82
Matthew.Calvert,L,CBJ,42,20122013,22,0.738,7,7,0.84,0.84,51.07,94.99,5.3,18,428,410,46,499.32
Matthew.Calvert,L,CBJ,62,20132014,23,0.85,6,13,0.47,1.03,51.8,100.31,2.5,49,705,656,70,759.15
Matthew.Calvert,L,CBJ,56,20142015,24,1.125,11,8,0.95,0.69,47.37,100.23,-0.18,-64,577,641,65,694.2
Matthew.Calvert,L,CBJ,64,20152016,25,1.5,6,10,0.45,0.75,47.07,101.14,-1.02,-81,651,732,81,802.42
Mike.Cammalleri,LC,L.A,63,20072008,25,3.1,9,15,0.63,1.05,50,98.22,4.98,0,791,791,108,854.91
Mike.Cammalleri,LC,CGY,86,20082009,26,3.6,17,24,0.94,1.33,55.35,100.59,0.03,215,1112,897,149,1085.96
Mike.Cammalleri,LC,MTL,84,20092010,27,5,28,12,1.31,0.56,47.83,102.76,2.53,-111,1222,1333,167,1281.77
Mike.Cammalleri,LC,MTL,74,20102011,28,5,11,14,0.64,0.82,48.34,100.35,-3.1,-67,977,1044,133,1030.22
Mike.Cammalleri,LC,CGY/MTL,66,20112012,29,6,17,12,1.15,0.81,46.96,101.83,-0.95,-98,756,854,94,890.69
Mike.Cammalleri,LC,CGY,44,20122013,30,7,7,8,0.7,0.8,47.9,96.16,1.01,-45,512,557,65,601.79
Mike.Cammalleri,LC,CGY,63,20132014,31,7,20,10,1.26,0.63,50.82,97.71,6.68,28,867,839,113,949.26
Mike.Cammalleri,LC,N.J,68,20142015,32,5,12,10,0.76,0.63,45.13,102.86,-2.23,-148,685,833,96,947.12
Mike.Cammalleri,LC,N.J,42,20152016,33,5,10,16,0.99,1.59,48.97,105.32,3.04,-19,452,471,54,603.87
Matt.Campanale,D,NYI,1,20102011,22,0,0,0,0,0,23.53,100,-25.72,-9,4,13,0,7.86
Andrew.Campbell,D,L.A,3,20132014,25,0.55,0,0,0,0,47.22,100.29,-13.75,-4,34,38,4,36.14
Andrew.Campbell,D,ARI,33,20142015,26,0.55,0,1,0,0.13,46.52,95.23,-2.97,-65,434,499,27,478.98
Brian.Campbell,D,BUF/S.J,96,20072008,28,NA,4,27,0.14,0.97,52.2,101.21,1.34,123,1458,1335,86,1672.83
Brian.Campbell,D,CHI,99,20082009,29,7.143,2,28,0.07,1.02,56.41,99.74,3.44,349,1536,1187,77,1648.06
Brian.Campbell,D,CHI,87,20092010,30,7.143,4,21,0.15,0.8,58.05,99.3,4.01,426,1536,1110,98,1567.42
Brian.Campbell,D,CHI,72,20102011,31,7.143,4,15,0.18,0.68,53.43,103.39,1.46,162,1261,1099,66,1318.97
Brian.Campbell,D,FLA,89,20112012,32,7.143,3,16,0.1,0.55,51.76,99.24,4.35,109,1606,1497,81,1760.83
Brian.Campbell,D,FLA,48,20122013,33,7.143,2,5,0.13,0.32,51.62,94.97,4.08,53,844,791,38,923.54
Brian.Campbell,D,FLA,82,20132014,34,7.143,5,15,0.19,0.56,52.71,98.98,3.01,151,1467,1316,69,1595.96
Brian.Campbell,D,FLA,82,20142015,35,7.143,2,11,0.08,0.46,54.52,99.31,5.09,225,1358,1133,68,1444.03
Brian.Campbell,D,FLA,73,20152016,36,7.143,3,14,0.15,0.68,52,103.35,5.86,81,1052,971,58,1230.99
Gregory.Campbell,CL,FLA,81,20072008,23,NA,3,12,0.23,0.93,48.16,97.2,-0.9,-50,653,703,90,775.33
Gregory.Campbell,CL,FLA,77,20082009,24,0.762,8,16,0.48,0.95,44.53,101.66,-3.12,-205,834,1039,107,1005.39
Gregory.Campbell,CL,FLA,60,20092010,25,0.762,2,13,0.16,1.06,42.02,98.87,-4.25,-216,569,785,77,736.92
Gregory.Campbell,CL,BOS,105,20102011,26,1,8,13,0.44,0.71,45.49,100.45,-6.19,-190,958,1148,99,1093.23
Gregory.Campbell,CL,BOS,85,20112012,27,1.2,8,10,0.54,0.67,45.91,99.51,-10.8,-126,708,834,66,893.64
Gregory.Campbell,CL,BOS,63,20122013,28,1.4,4,11,0.36,1,48.56,101.86,-7.37,-36,608,644,60,661.98
Gregory.Campbell,CL,BOS,94,20132014,29,1.7,6,9,0.4,0.59,45.11,99.5,-10.8,-154,710,864,80,908.13
Gregory.Campbell,CL,BOS,70,20142015,30,1.7,4,5,0.34,0.42,41.37,100.79,-11.96,-206,494,700,56,715.8
Gregory.Campbell,CL,CBJ,73,20152016,31,1.7,3,6,0.29,0.58,41.26,98.75,-8.14,-191,451,642,44,624.93
Carter.Camper,C,BOS,3,20112012,23,0.6,1,0,3.18,0,15.91,125,-36.9,-30,7,37,0,18.84
Chris.Campoli,D,NYI,46,20072008,23,0.633,0,5,0,0.49,50.72,102.3,1.68,15,527,512,26,610.92
Chris.Campoli,D,NYI/OTT,76,20082009,24,0.633,6,8,0.32,0.42,45.67,98.42,-1.09,-179,944,1123,42,1136.19
Chris.Campoli,D,OTT,72,20092010,25,0.633,2,13,0.11,0.75,52.57,97.71,2.23,89,909,820,48,1046.23
Chris.Campoli,D,CHI/OTT,84,20102011,26,1.4,3,15,0.14,0.69,51.44,99.68,1.35,66,1175,1109,66,1296.28
Chris.Campoli,D,MTL,43,20112012,27,1.75,2,5,0.2,0.51,45.82,100.65,-0.84,-90,493,583,22,592.1
Luca.Caputi,L,PIT,5,20082009,19,0.555,1,0,1.34,0,41.46,102.19,-5.15,-14,34,48,6,44.87
Luca.Caputi,L,PIT/TOR,23,20092010,20,0.585,2,6,0.44,1.31,49.73,99.75,-1.47,-3,281,284,27,274.04
Luca.Caputi,L,TOR,7,20102011,21,0.585,0,0,0,0,52.59,94.59,-2.06,7,71,64,7,65.49
Dan.Carcillo,RL,PHX,57,20072008,22,NA,9,6,0.89,0.6,47.03,100.83,-1.86,-64,506,570,77,604.01
Dan.Carcillo,RL,PHI/PHX,79,20082009,23,0.85,2,11,0.15,0.81,45.49,98.1,-0.39,-138,696,834,123,815.61
Dan.Carcillo,RL,PHI,93,20092010,24,0.938,12,13,0.72,0.78,46.94,101.55,-3.87,-104,798,902,109,995.32
Dan.Carcillo,RL,PHI,68,20102011,25,1.075,6,3,0.68,0.34,45.75,96.08,-3.31,-83,447,530,63,526.78
Dan.Carcillo,RL,CHI,28,20112012,26,0.775,1,8,0.19,1.54,54.68,104.16,3.56,49,286,237,22,312.68
Dan.Carcillo,RL,CHI,27,20122013,27,0.8,2,2,0.51,0.51,55.01,99.73,-0.57,37,203,166,24,233.12
Dan.Carcillo,RL,L.A/NYR,65,20132014,28,0.85,6,1,0.61,0.1,50.42,99.88,-2.22,9,546,537,49,588.89
Dan.Carcillo,RL,CHI,39,20142015,29,0.55,4,4,0.75,0.75,49.41,101.86,-4.43,-7,292,299,38,320.28
Matt.Carey,CL,CHI,2,20132014,21,0.925,1,0,2.96,0,45.45,94.44,-9.79,-3,15,18,0,20.27
Paul.Carey,L,COL,15,20132014,24,0.738,0,0,0,0,46.97,105.31,0.16,-8,62,70,5,84.48
Paul.Carey,L,COL,10,20142015,25,0.715,0,1,0,0.8,48.78,105.95,1.26,-3,60,63,5,74.87
Paul.Carey,L,WSH,4,20152016,26,0.575,1,0,1.52,0,48.08,99.22,-6.75,-2,25,27,4,39.53
Matt.Carkner,D,OTT,1,20082009,27,0.5,0,0,0,0,25,100,-24.32,-2,1,3,0,5.02
Matt.Carkner,D,OTT,86,20092010,28,0.5,3,9,0.15,0.44,51.64,98.02,0.58,70,1104,1034,82,1240.27
Matt.Carkner,D,OTT,50,20102011,29,0.7,1,5,0.1,0.48,52.46,99.1,3.46,53,565,512,37,621.83
Matt.Carkner,D,OTT,33,20112012,30,0.7,1,3,0.17,0.51,52.37,100.93,-0.83,31,343,312,17,352.26
Matt.Carkner,D,NYI,26,20122013,31,1.5,0,3,0,0.57,51.03,97.05,1.12,13,322,309,21,318.57
Matt.Carkner,D,NYI,53,20132014,32,1.5,0,3,0,0.29,49.51,96.78,-0.38,-12,601,613,48,622.52
Matt.Carle,D,S.J,73,20072008,22,NA,0,8,0,0.54,57.99,95.44,6.11,228,827,599,44,889.44
Matt.Carle,D,PHI/T.B,82,20082009,23,2.95,4,15,0.18,0.66,49.69,100.15,3.02,-16,1298,1314,62,1368.33
Matt.Carle,D,PHI,103,20092010,24,3.5,5,22,0.16,0.72,51.13,102.05,1.81,78,1758,1680,116,1846.03
Matt.Carle,D,PHI,93,20102011,25,3.5,1,36,0.04,1.32,50.45,101.33,1.39,30,1685,1655,105,1641.28
Matt.Carle,D,PHI,93,20112012,26,3.8,2,27,0.07,1.01,50.92,99.71,1.26,56,1550,1494,112,1610.75
Matt.Carle,D,T.B,48,20122013,27,5,2,12,0.14,0.86,46.1,101.18,-1.7,-119,704,823,40,836.71
Matt.Carle,D,T.B,86,20132014,28,5.75,2,18,0.08,0.73,47.53,100.61,-5.16,-136,1311,1447,94,1487.43
Matt.Carle,D,T.B,84,20142015,29,5.75,3,16,0.13,0.71,51.35,99.53,-0.77,63,1198,1135,87,1352.15
Matt.Carle,D,T.B,55,20152016,30,5.5,2,1,0.15,0.08,46.68,100.55,-7.94,-93,654,747,43,786.02
Mathieu.Carle,D,MTL,3,20092010,21,0.685,0,0,0,0,57.97,105.26,5.22,11,40,29,2,38.63
John.Carlson,D,WSH,29,20092010,19,0.875,2,7,0.28,0.99,54.63,104.75,-0.94,79,466,387,30,422.52
John.Carlson,D,WSH,90,20102011,20,0.875,7,19,0.28,0.75,52.94,100.57,2.11,169,1523,1354,111,1524.08
John.Carlson,D,WSH,96,20112012,21,0.787,5,18,0.18,0.66,47.23,99.1,-1.21,-164,1399,1563,133,1640.8
John.Carlson,D,WSH,55,20122013,22,3.8,6,11,0.39,0.72,49.8,101.94,-0.08,-7,868,875,86,918.77
John.Carlson,D,WSH,82,20132014,23,4,4,6,0.18,0.27,46.94,100.27,-1.13,-153,1174,1327,109,1332.27
John.Carlson,D,WSH,96,20142015,24,4,8,28,0.29,1.02,51.78,100.28,1.03,115,1669,1554,159,1652.87
John.Carlson,D,WSH,47,20152016,25,4,4,10,0.3,0.74,48.99,101.16,-1.89,-31,755,786,65,813.48
Keith.Carney,D,MIN,67,20072008,37,NA,2,10,0.14,0.72,52.64,101.99,4.26,72,719,647,24,836.02
Jordan.Caron,LR,BOS,23,20102011,19,0.86,3,4,0.77,1.03,44.24,104.15,-1.62,-49,188,237,18,232.93
Jordan.Caron,LR,BOS,50,20112012,20,0.9,7,8,0.81,0.92,50.28,99.39,-5.24,5,448,443,51,520.71
Jordan.Caron,LR,BOS,17,20122013,21,0.9,1,2,0.38,0.76,43.96,102.62,-10.84,-36,131,167,17,157.63
Jordan.Caron,LR,BOS,42,20132014,22,0.64,2,2,0.3,0.3,48.07,97.07,-5.41,-28,349,377,57,405.41
Jordan.Caron,LR,BOS/COL,30,20142015,23,0.6,0,0,0,0,37.83,100.61,-8.49,-92,143,235,12,238.77
Jordan.Caron,LR,STL,4,20152016,24,0.6,0,0,0,0,44.68,80,-9.11,-5,21,26,1,31.8
Ryan.Carpenter,R,S.J,1,20152016,24,0.925,0,0,0,0,40,100,-12.94,-2,4,6,0,8.08
Connor.Carrick,D,WSH,34,20132014,19,0.63,1,5,0.12,0.62,43.88,99.52,-4.59,-108,387,495,18,480.19
Connor.Carrick,D,TOR/WSH,15,20152016,21,0.655,1,1,0.3,0.3,56.32,94.39,2.98,48,214,166,9,201.54
Sam.Carrick,C,TOR,16,20142015,22,0.79,1,1,0.61,0.61,48.57,102.67,0.71,-5,85,90,15,99.17
Trevor.Carrick,D,CAR,2,20152016,21,0.7,0,0,0,0,48.33,95.26,5.72,-2,29,31,3,30.97
Daniel.Carr,L,MTL,19,20152016,23,0.892,3,3,0.9,0.9,56.3,94.73,2.9,47,210,163,27,199.65
Brett.Carson,D,CAR,5,20082009,22,0.525,0,0,0,0,48.1,90.91,-1.9,-3,38,41,0,47.49
Brett.Carson,D,CAR,54,20092010,23,0.522,2,5,0.15,0.38,47.41,101.23,1.01,-76,696,772,32,783.5
Brett.Carson,D,CAR/CGY,19,20102011,24,0.5,0,0,0,0,54.77,104.42,7.79,31,178,147,12,195.56
Brett.Carson,D,CGY,2,20112012,25,0.55,0,0,0,0,60.47,85.71,13.06,9,26,17,1,21.68
Brett.Carson,D,CGY,10,20122013,26,0.6,0,1,0,0.56,45.79,97.96,1.72,-16,87,103,6,106.66
Jeff.Carter,CR,PHI,99,20072008,22,0.942,19,12,0.87,0.55,49.13,100.49,3.96,-43,1213,1256,201,1316.19
Jeff.Carter,CR,PHI,88,20082009,23,4.5,25,23,1.22,1.12,47.08,102.03,-1.07,-146,1177,1323,214,1227.92
Jeff.Carter,CR,PHI,86,20092010,24,5,19,14,0.99,0.73,51.53,99.19,1.85,72,1214,1142,208,1156.03
Jeff.Carter,CR,PHI,86,20102011,25,5.5,25,18,1.29,0.93,51.58,103.32,3.17,73,1190,1117,225,1163.2
Jeff.Carter,CR,CBJ/L.A,75,20112012,26,6,13,13,0.75,0.75,47.97,98.7,-3.86,-78,922,1000,142,1035.57
Jeff.Carter,CR,L.A,66,20122013,27,6.25,18,7,1.23,0.48,53.12,99.19,-1.63,101,860,759,116,875.54
Jeff.Carter,CR,L.A,98,20132014,28,6.5,19,25,0.91,1.19,56.68,99.61,1.21,339,1439,1100,216,1258.13
Jeff.Carter,CR,L.A,82,20142015,29,6.75,15,27,0.87,1.56,56.67,101.02,1.84,265,1126,861,143,1035.45
Jeff.Carter,CR,L.A,67,20152016,30,7,7,20,0.48,1.37,54.96,99.91,-1.63,172,953,781,133,874.43
Ryan.Carter,C,ANA,40,20072008,24,NA,4,4,0.63,0.63,48.34,96.78,-0.47,-19,276,295,54,379.58
Ryan.Carter,C,ANA,58,20082009,25,0.525,4,8,0.47,0.93,50.43,100.79,-0.27,7,413,406,45,514.74
Ryan.Carter,C,ANA,38,20092010,26,0.625,4,4,0.72,0.72,42.35,101.76,-3.85,-90,249,339,29,331.6
Ryan.Carter,C,ANA/CAR/FLA,62,20102011,27,0.725,3,4,0.34,0.46,49.43,99.25,1.25,-11,473,484,57,524.25
Ryan.Carter,C,FLA/N.J,95,20112012,28,0.75,9,5,0.61,0.34,45.85,98.37,-6.85,-110,608,718,60,891.43
Ryan.Carter,C,N.J,44,20122013,29,0.75,5,7,0.58,0.81,55.16,97.01,-0.97,79,422,343,53,516.67
Ryan.Carter,C,N.J,62,20132014,30,0.8,7,2,0.65,0.19,51.26,96.76,-4.51,22,447,425,59,641.6
Ryan.Carter,C,MIN,54,20142015,31,0.725,2,10,0.27,1.34,46.93,101.43,-6.15,-46,352,398,42,447.23
Ryan.Carter,C,MIN,59,20152016,32,0.625,6,4,0.66,0.44,38.78,99.79,-11.9,-198,342,540,48,546.72
Michael.Caruso,D,FLA,2,20122013,24,0.6,0,0,0,0,30.43,100,-5.1,-9,7,16,0,11.42
Daniel.Catenacci,CL,BUF,11,20152016,22,0.575,0,0,0,0,43.51,95.54,-4.06,-20,67,87,7,93.07
Tom.Cavanagh,C,S.J,1,20072008,25,NA,0,1,0,4.67,52.38,114.29,-9.02,1,11,10,0,12.85
Tom.Cavanagh,C,S.J,17,20082009,26,0.5,1,1,0.49,0.49,46.31,97.24,-5.36,-15,94,109,8,123.26
Cody.Ceci,D,OTT,49,20132014,19,0.925,2,6,0.18,0.55,50.97,98.67,-3,25,659,634,61,652.94
Cody.Ceci,D,OTT,87,20142015,20,0.925,4,13,0.19,0.61,48.5,100.14,-2.42,-72,1165,1237,103,1278.68
Cody.Ceci,D,OTT,67,20152016,21,0.833,6,8,0.35,0.47,44.39,102.36,-4.71,-211,834,1045,86,1032.19
Roman.Cervenka,C,CGY,39,20122013,26,0.925,7,5,0.98,0.7,46.54,95.13,-1.48,-52,350,402,38,429.85
Michael.Chaput,CL,CBJ,17,20132014,21,0.69,0,1,0,0.4,36.1,106.4,-13.4,-67,87,154,6,149.12
Michael.Chaput,CL,CBJ,33,20142015,22,0.79,1,4,0.2,0.81,36.81,97.16,-11.04,-129,180,309,21,295.18
Michael.Chaput,CL,CBJ,7,20152016,23,0.65,1,1,0.94,0.94,46.09,110.57,-5.97,-9,53,62,9,63.62
Zdeno.Chara,D,BOS,83,20072008,30,7.5,6,15,0.25,0.62,54.03,101.64,4.26,202,1353,1151,100,1460.43
Zdeno.Chara,D,BOS,90,20082009,31,7.5,6,12,0.22,0.45,50.89,102.22,0.99,50,1436,1386,123,1605.32
Zdeno.Chara,D,BOS,92,20092010,32,7.5,4,20,0.14,0.7,54.84,100.2,3.34,297,1683,1386,158,1703.22
Zdeno.Chara,D,BOS,105,20102011,33,7.5,6,26,0.18,0.79,53.52,103.76,4.94,274,2085,1811,196,1964.36
Zdeno.Chara,D,BOS,86,20112012,34,8.5,4,25,0.15,0.93,58.33,100.63,6.08,510,1785,1275,154,1610.13
Zdeno.Chara,D,BOS,70,20122013,35,6,7,15,0.31,0.67,53.46,102.02,0.45,179,1384,1205,112,1348.17
Zdeno.Chara,D,BOS,89,20132014,36,8,7,14,0.26,0.53,55.28,101.42,1.93,303,1587,1284,119,1593.07
Zdeno.Chara,D,BOS,63,20142015,37,7,3,5,0.17,0.28,54.21,98.52,3.71,173,1115,942,95,1090.66
Zdeno.Chara,D,BOS,71,20152016,38,7,6,12,0.28,0.56,48.44,100.72,-0.26,-76,1177,1253,94,1284.42
Jonathan.Cheechoo,R,S.J,82,20072008,27,2.5,17,10,0.96,0.56,57.42,102.56,5.35,253,979,726,163,1067.54
Jonathan.Cheechoo,R,S.J,72,20082009,28,3,7,12,0.48,0.82,56.5,97.99,3.96,191,830,639,120,877.1
Jonathan.Cheechoo,R,OTT,61,20092010,29,3.5,5,8,0.46,0.73,54.68,94.2,3.39,109,637,528,103,656.52
Chris.Chelios,D,DET,83,20072008,45,NA,3,9,0.18,0.54,59.27,98.98,0.24,290,927,637,63,1007.79
Chris.Chelios,D,DET,34,20082009,46,0.75,0,0,0,0,59.48,99.32,0.59,103,323,220,18,319.87
Chris.Chelios,D,ATL,7,20092010,47,0.7,0,0,0,0,58.54,93.1,12.95,21,72,51,5,69.08
Ben.Chiarot,D,WPG,1,20132014,22,0.662,0,0,0,0,33.33,57.14,-25.2,-7,7,14,0,12.02
Ben.Chiarot,D,WPG,42,20142015,23,0.6,2,6,0.19,0.56,52.79,100.06,-0.72,64,606,542,33,640.29
Ben.Chiarot,D,WPG,61,20152016,24,0.85,1,8,0.08,0.61,49.32,97.52,-3.38,-19,686,705,64,791.06
Alex.Chiasson,R,DAL,7,20122013,21,0.8,5,1,3.48,0.7,42.51,110.67,-2.87,-25,71,96,5,86.16
