period,minute,second,possession,duration,possession_team.name,play_pattern.id,play_pattern.name,player.id,player.name,position.name,shot.statsbomb_xg,shot.first_time,shot.technique.name,shot.outcome.name,shot.type.name,shot.body_part.name,match_id,location.x,location.y,location.x.GK,location.y.GK,player.name.GK,DistToGoal,DistToKeeper,AngleToGoal,avevelocity,distance.ToD1,DefendersBehindBall,TimeInPoss
1,22,6,47,1.4359,Brazil Women's,3,From Free Kick,5044,Débora Cristiane de Oliveira,Right Midfield,0.008219806,NA,Half Volley,Off T,Open Play,Right Foot,68312,100.5,23.6,119.1,38.5,Laura Giuliani,25.47959968288356,1.749285568453593,49.93530403342712,22.85735601502915,2.343074902771994,7,4.480000000000018
1,26,22,54,0.2699,Italy Women's,1,Regular Play,10203,Cristiana Girelli,Center Attacking Midfield,0.031237928,NA,Half Volley,Blocked,Open Play,Right Foot,68312,99.3,48.9,118.5,41.1,Bárbara Micheline do Monte Barbosa,22.53219918250325,1.8601075237738283,113.26536878121195,31.00110358763834,4.244997055358231,4,18.68399999999997
1,27,9,57,2.3854,Brazil Women's,1,Regular Play,15293,Cristiane Rozeira de Souza Silva,Center Forward,0.028841082,NA,Normal,Off T,Open Play,Head,68312,107.9,42.1,119.2,41.1,Laura Giuliani,12.280879447336003,1.3601470508735438,99.84582236785256,9.127190562356175,0.7000000000000028,1,16.707000000000107
1,30,22,62,0.3443,Italy Women's,2,From Corner,10203,Cristiana Girelli,Center Attacking Midfield,0.030858485,NA,Normal,Blocked,Open Play,Head,68312,113.4,45.7,119.5,41.2,Bárbara Micheline do Monte Barbosa,8.720665112249177,1.3000000000000027,130.81508387488162,14.990982167370253,1.2206555615733719,5,2.089999999999918
1,39,25,78,0.3439,Italy Women's,4,From Throw In,10211,Barbara Bonansea,Left Center Forward,0.45576182,TRUE,Volley,Saved,Open Play,Left Foot,68312,114.3,34.9,119.8,40.1,Bárbara Micheline do Monte Barbosa,7.64852927038918,0.22360679774998216,48.17983011986424,17.50982171250318,5.731491952362844,1,22.834000000000287
1,41,4,80,0.94898,Italy Women's,4,From Throw In,25541,Valentina Giacinti,Right Center Forward,0.027271328,TRUE,Normal,Off T,Open Play,Left Foot,68312,109.1,21.8,119.3,37.1,Bárbara Micheline do Monte Barbosa,21.2143819141638,2.9832867780352585,30.917438207876508,14.962692319316089,2.507987240796891,1,18.498000000000047
1,44,54,85,0.233,Brazil Women's,7,From Goal Kick,4980,Thaysa de Moraes Rosa Moreno,Right Defensive Midfield,0.018866232,NA,Normal,Blocked,Open Play,Right Foot,68312,90.9,36.4,119,38.6,Laura Giuliani,29.321834867552198,1.7204650534085242,82.94769399215879,27.296272302416885,6.040695324215582,5,51.697999999999865
2,51,19,98,0.9168,Brazil Women's,3,From Free Kick,5018,Andressa Cavalari Machry,Left Defensive Midfield,0.14637515,NA,Normal,Post,Free Kick,Right Foot,68312,98.9,34.8,119.7,41.5,Laura Giuliani,21.731313812100726,1.5297058540778348,76.155594362684,23.261899351276806,10.159724405711009,10,0
2,55,41,106,1.2478,Brazil Women's,3,From Free Kick,25556,Kathellen Sousa Feitoza,Right Center Back,0.030487377,NA,Normal,Off T,Open Play,Head,68312,109.4,43.4,119.7,41.9,Laura Giuliani,11.131936040060591,1.9235384061671326,107.78388844269251,11.092227500256,0.3999999999999986,1,4.1039999999998145
2,64,58,122,1.3338,Brazil Women's,1,Regular Play,25561,Beatriz Zaneratto João,Center Forward,0.34379143,TRUE,Volley,Off T,Open Play,Left Foot,68312,114.7,42.8,119.4,43.2,Laura Giuliani,5.99416382825828,3.255764119219943,117.84757825978818,10.041446917098767,0.8062257748298522,2,13.84100000000035
2,69,18,130,0.749733,Brazil Women's,3,From Free Kick,5044,Débora Cristiane de Oliveira,Right Midfield,0.044100992,TRUE,Volley,Saved,Open Play,Left Foot,68312,109.6,29.4,119.2,37.7,Laura Giuliani,14.849915824677261,2.4351591323771804,44.4543424065843,16.24948444979206,0.7071067811865516,2,75.42500000000018
2,73,41,138,0.553616,Brazil Women's,5,Other,5082,Marta Vieira da Silva,Center Attacking Midfield,0.76,NA,Normal,Goal,Penalty,Left Foot,68312,108.1,40,NA,NA,NA,11.900000000000006,NA,90,22.40547889271363,30,0,0
2,76,4,140,0.643604,Italy Women's,3,From Free Kick,25544,Valentina Bergamaschi,Right Center Forward,0.05143598,TRUE,Volley,Off T,Open Play,Right Foot,68312,112.2,46.5,118.9,41.9,Bárbara Micheline do Monte Barbosa,10.153324578678648,2.195449840010011,129.8055710922652,12.473626227572417,0.640312423743284,2,3.029000000000451
2,80,29,149,0.457087,Italy Women's,4,From Throw In,25544,Valentina Bergamaschi,Right Center Forward,0.05063254,TRUE,Normal,Off T,Open Play,Left Foot,68312,107.5,36.3,119.3,37,Bárbara Micheline do Monte Barbosa,13.036103712382777,3.080584360149873,73.51124629410874,33.44422946980942,1,5,29.498000000000502
2,84,29,155,0.8692,Italy Women's,4,From Throw In,25544,Valentina Bergamaschi,Right Center Forward,0.28198254,TRUE,Normal,Saved,Open Play,Right Foot,68312,111.5,42.5,119.2,41.6,Bárbara Micheline do Monte Barbosa,8.860022573334675,1.7888543819998317,106.38954033403478,8.704985015198778,1.3152946437965882,2,18.303000000000793
2,95,53,181,0.4671,Italy Women's,3,From Free Kick,10398,Valentina Cernoia,Left Center Midfield,0.029669097,NA,Normal,Blocked,Free Kick,Left Foot,68312,99,19.1,119.4,37.9,Bárbara Micheline do Monte Barbosa,29.627858511880333,2.1840329667841556,45.13674384421808,24.731441006308362,11.810588469674151,9,0
1,4,41,7,1.1401,Japan Women's,1,Regular Play,25619,Kumi Yokoyama,Right Center Forward,0.027638836,NA,Normal,Off T,Open Play,Right Foot,68337,96.8,44.4,118.6,40.3,Karen Bardsley,23.613555429032708,1.4317821063276401,100.73889710090542,20.403649767246748,2.954657340538835,4,7.052999999999997
1,8,8,13,1.4934,Japan Women's,3,From Free Kick,25619,Kumi Yokoyama,Right Center Forward,0.009250708,NA,Normal,Saved,Free Kick,Right Foot,68337,84,34.3,118.7,38.8,Karen Bardsley,36.44845675745408,1.769180601295413,81.00285657893494,23.567808064664717,10.623088063270487,10,0
1,12,6,22,0.0734,England Women's,1,Regular Play,4643,Georgia Stanway,Left Center Midfield,0.012811429,NA,Normal,Blocked,Open Play,Right Foot,68337,94.4,50,118.5,42.6,Ayaka Yamashita,27.48381341808301,3.0016662039607285,111.33685929180565,26.206245315628387,2.5632011235952508,7,8.882000000000062
1,12,56,23,0.733774,England Women's,2,From Corner,10172,Jill Scott,Right Center Midfield,0.007495671,NA,Normal,Wayward,Open Play,Head,68337,107.3,41.1,119.4,40.3,Ayaka Yamashita,12.747548783981966,0.6708203932499306,94.95027223429177,14.283601044447098,0.7071067811865476,10,2.1159999999999854
1,13,18,24,1.3693,England Women's,2,From Corner,4643,Georgia Stanway,Left Center Midfield,0.009343912,NA,Normal,Off T,Open Play,Right Foot,68337,93.6,34.9,119,41.5,Ayaka Yamashita,26.88810145770802,1.8027756377319946,79.06618321424425,22.852677678355892,2.731300056749533,8,6.858000000000061
1,13,55,26,2.542,England Women's,6,From Counter,10180,Ellen White,Center Forward,0.19694687,TRUE,Normal,Goal,Open Play,Left Foot,68337,109.9,27.8,111.6,29.3,Ayaka Yamashita,15.838244852255563,13.6033084211158,39.62029840087458,7.048728629727384,-5.622277118748247,0,7.100000000000023
1,17,29,32,1.0668,England Women's,4,From Throw In,10172,Jill Scott,Right Center Midfield,0.016026426,NA,Normal,Saved,Open Play,Right Foot,68337,90.5,43.6,118.8,41.5,Ayaka Yamashita,29.718849237478896,1.9209372712298562,96.95762514877566,26.537206846655966,6.466065264130883,7,45.09100000000001
1,18,5,33,0.9184,England Women's,2,From Corner,4643,Georgia Stanway,Left Center Midfield,0.01672591,NA,Normal,Saved,Open Play,Right Foot,68337,96.7,35.9,119.4,39.4,Ayaka Yamashita,23.657979626333265,0.848528137423854,80.02007885425542,25.09675647128944,3.5468295701936348,10,3.2840000000001055
1,18,43,34,0.4264,England Women's,2,From Corner,10180,Ellen White,Center Forward,0.027931545,NA,Normal,Wayward,Open Play,Head,68337,113.2,45.7,119.6,40.9,Ayaka Yamashita,8.872992730753248,0.9848857801796115,129.9709264182146,15.229463503803224,0.6403124237432885,6,1.5499999999999545
1,20,21,37,0.780347,Japan Women's,1,Regular Play,25610,Mana Iwabuchi,Left Center Forward,0.004026819,NA,Normal,Blocked,Open Play,Right Foot,68337,84.3,43.8,118.9,39.8,Karen Bardsley,35.90167127029047,1.1180339887498898,96.07583290431695,20.436712271313795,3.7336309405188968,6,4.832000000000107
1,23,43,42,2.038411,England Women's,1,Regular Play,10180,Ellen White,Center Forward,0.035738077,NA,Normal,Off T,Open Play,Head,68337,109.8,46.9,118.8,43,Ayaka Yamashita,12.314625451064277,3.2310988842807036,124.07719528013074,11.364908702891382,2.163330765278393,2,49.10699999999997
1,30,43,57,1.111107,Japan Women's,3,From Free Kick,25619,Kumi Yokoyama,Right Center Forward,0.01151479,TRUE,Normal,Saved,Open Play,Right Foot,68337,91.1,36.6,119.3,38.3,Karen Bardsley,29.099312706660278,1.8384776310850273,83.29016319224306,25.703250550337273,2.900000000000006,9,1.7029999999999745
1,33,22,67,0.4445,England Women's,1,Regular Play,5058,Rachel Daly,Right Midfield,0.31689575,NA,Normal,Saved,Open Play,Right Foot,68337,105.2,43.9,114.9,41.4,Ayaka Yamashita,15.305227865013963,5.288667128870935,104.76261696929443,21.062222431762493,-0.7071067811865446,0,19.197999999999865
1,34,5,68,0.8606,England Women's,2,From Corner,10183,Toni Duggan,Left Midfield,0.03227526,TRUE,Normal,Off T,Open Play,Right Foot,68337,103.2,42.1,118.7,41.5,Ayaka Yamashita,16.930741271426953,1.9849433241279189,97.12501634890187,21.877649108022382,1.4866068747318464,10,4.816000000000031
1,36,44,74,0.507,Japan Women's,3,From Free Kick,25766,Nana Ichise,Left Center Back,0.0066810464,NA,Normal,Blocked,Open Play,Left Foot,68337,84.6,21.7,117.1,38.4,Karen Bardsley,39.850345042420905,3.312099032335844,62.66333514418599,20.330895589830675,5.108815909777922,8,8.505999999999858
1,40,16,82,2.0608,Japan Women's,4,From Throw In,25619,Kumi Yokoyama,Right Center Forward,0.021799939,NA,Normal,Off T,Open Play,Right Foot,68337,96.6,44.4,118.8,39.5,Karen Bardsley,23.81008189822119,1.3000000000000027,100.64921965924495,11.454022094932412,1.2649110640673562,5,52.25999999999976
2,48,6,97,0.3218,England Women's,4,From Throw In,10172,Jill Scott,Right Center Midfield,0.03438414,TRUE,Normal,Blocked,Open Play,Right Foot,68337,104.8,51.6,118.7,41.9,Ayaka Yamashita,19.120669444347396,2.302172886644265,127.34934904464059,13.213357132050543,2.1023796041628726,8,28.006999999999607
2,48,8,97,0.3719,England Women's,4,From Throw In,4643,Georgia Stanway,Left Center Midfield,0.03843629,TRUE,Half Volley,Blocked,Open Play,Right Foot,68337,103.8,43.9,118.9,40.6,Ayaka Yamashita,16.662832892398583,1.2529964086141625,103.53585636913427,19.651020586817385,2.220360331117452,8,29.979999999999563
2,56,21,112,1.852521,Japan Women's,1,Regular Play,25621,Emi Nakajima,Right Center Midfield,0.03276859,TRUE,Normal,Off T,Open Play,Left Foot,68337,93.1,41.2,118.6,40.4,Karen Bardsley,26.926752496355746,1.4560219778561088,92.55425211317853,18.094419637614642,7.430343195303974,5,4.268000000000029
2,58,25,116,0.9075,England Women's,1,Regular Play,10183,Toni Duggan,Left Midfield,0.1662391,TRUE,Volley,Saved,Open Play,Right Foot,68337,112,38.2,119,40.8,Ayaka Yamashita,8.2,1.280624847486568,77.3196165081802,9.11075552995896,1.8027756377319946,2,23.932000000000244
2,60,27,119,0.5765,England Women's,4,From Throw In,4658,Keira Walsh,Center Defensive Midfield,0.024575464,TRUE,Normal,Blocked,Open Play,Right Foot,68337,94.1,46.8,119.1,39.6,Ayaka Yamashita,26.77778930382417,0.984885780179615,104.7108908501737,23.257946994492265,7.602631123499298,8,24.79300000000012
2,63,47,127,1.3439,England Women's,4,From Throw In,4643,Georgia Stanway,Left Center Midfield,0.0076762997,NA,Normal,Off T,Open Play,Right Foot,68337,92.5,27.9,119.1,37.6,Ayaka Yamashita,30.04430062424486,2.56320112359526,66.25050550713323,20.759539765986393,6.447480127925954,8,6.574999999999818
2,72,29,148,1.056434,England Women's,1,Regular Play,25637,Yuika Sugasawa,Right Center Forward,0.012526729,NA,Normal,Saved,Open Play,Right Foot,68337,92.5,32.9,118.5,39.9,Karen Bardsley,28.401760508813535,1.503329637837291,75.52340481346297,25.233965805065058,3.067572330035592,5,7.1049999999995634
2,76,24,158,1.5804,Japan Women's,1,Regular Play,25610,Mana Iwabuchi,Left Center Forward,0.012298092,NA,Normal,Off T,Open Play,Right Foot,68337,94.4,51.1,118.7,41.2,Karen Bardsley,27.902867236182015,1.769180601295413,113.44125354065272,20.210136793023974,1.4142135623730951,4,6.3159999999998035
2,77,28,161,0.9038,Japan Women's,1,Regular Play,25637,Yuika Sugasawa,Right Center Forward,0.03990714,NA,Normal,Off T,Open Play,Right Foot,68337,102.4,39.4,118.6,41,Karen Bardsley,17.610224302944008,1.72046505340853,88.04749095060036,19.969929936142464,2.5961509971494325,2,13.804000000000087
2,82,4,172,0.6554,Japan Women's,1,Regular Play,25637,Yuika Sugasawa,Right Center Forward,0.17167713,TRUE,Volley,Off T,Open Play,Right Foot,68337,112.5,34.1,114.7,35.2,Karen Bardsley,9.542536350467834,7.150524456289898,51.809050179613415,11.700896899626391,-2.022374841615668,0,40.30500000000029
2,83,33,173,1.0672,England Women's,7,From Goal Kick,10180,Ellen White,Center Forward,0.16542883,TRUE,Normal,Goal,Open Play,Left Foot,68337,103.3,30.7,113.5,34.5,Ayaka Yamashita,19.114915641979696,8.514693182963201,60.887168502763956,16.62775504102212,1.1401754250991385,1,26.70799999999963
2,85,43,174,1.149818,Japan Women's,9,From Kick Off,25610,Mana Iwabuchi,Left Midfield,0.0107283285,NA,Half Volley,Off T,Open Play,Right Foot,68337,100.1,24.5,117.4,39.2,Karen Bardsley,25.22419473442116,2.7202941017470823,52.0851722805589,19.945796501666642,3.0463092423455733,4,52.534999999999854
2,88,28,179,0.4248,Japan Women's,1,Regular Play,25637,Yuika Sugasawa,Right Center Forward,0.14301267,NA,Normal,Saved,Open Play,Right Foot,68337,103.4,38.4,113.8,40.2,Karen Bardsley,16.67693017314637,6.203224967708332,84.4945221420216,23.182303209247017,-1.4035668847618192,0,25.92699999999968
2,89,17,180,0.665507,Japan Women's,2,From Corner,25637,Yuika Sugasawa,Right Center Forward,0.039075855,NA,Normal,Off T,Open Play,Head,68337,115,49,119.2,42.1,Karen Bardsley,10.295630140987,2.2472205054244236,150.94539590092288,9.909279447878111,3.6069377593742824,5,1.1599999999998545
2,90,2,182,0.866454,Japan Women's,1,Regular Play,25635,Hina Sugita,Left Center Midfield,0.034597475,TRUE,Normal,Off T,Open Play,Left Foot,68337,117.3,26.5,117.3,28.5,Karen Bardsley,13.76735268670052,11.812705024675763,11.309932474020226,10.183188838543819,-2.4738633753705885,0,19.21600000000035
2,92,41,186,1.372609,Japan Women's,4,From Throw In,25604,Saori Takarada,Left Center Forward,0.09113132,NA,Normal,Off T,Open Play,Head,68337,112.4,37.7,119.1,40.9,Karen Bardsley,7.94040301244212,1.2727922061357886,73.16252737432362,9.800685453505901,1.7204650534085184,2,53.29899999999998
1,1,0,3,1.2481,Scotland Women's,1,Regular Play,4660,Erin Cuthbert,Center Forward,0.046208862,TRUE,Half Volley,Off T,Open Play,Right Foot,68338,100.8,36.5,116.9,38.1,Vanina Noemí Correa,19.51640335717624,3.6359317925395627,79.66889515566034,17.809398592356136,3.420526275297411,4,29.167999999999996
1,7,52,14,0.2084,Argentina Women's,3,From Free Kick,4944,Estefanía Romina Banini Ruiz,Center Attacking Midfield,0.017881777,NA,Normal,Blocked,Open Play,Right Foot,68338,111.3,54.6,119.4,43.2,Lee Alexander,16.99558766268469,3.255764119219943,149.20969131199445,6.256432250674339,1.4422205101855965,3,20.702999999999975
1,14,28,27,2.841943,Argentina Women's,3,From Free Kick,25615,Flavia Lorena Benítez,Right Center Midfield,0.016339323,NA,Normal,Off T,Free Kick,Right Foot,68338,73.2,31.3,115,39.4,Lee Alexander,47.60178568079143,5.035871324805669,79.46907214732516,16.79649570992475,10.785638599545228,9,0
1,16,30,32,0.62518,Argentina Women's,4,From Throw In,25602,Mariana Valeria Larroquette,Right Midfield,0.25039256,NA,Normal,Post,Open Play,Head,68338,117,45.2,119.6,41.8,Lee Alexander,6.003332407921457,1.843908891458576,150.01836063115067,6.145229441856285,0.5385164807134515,1,18.90300000000002
1,16,33,32,0.273624,Argentina Women's,4,From Throw In,25641,Soledad Jaimes,Center Forward,0.091810025,NA,Normal,Saved,Open Play,Right Foot,68338,109.1,44.8,117.8,42.4,Lee Alexander,11.910079764636343,3.255764119219942,113.76710770458155,33.082155023341116,2.3086792761230406,5,21.980000000000018
1,18,52,38,0.434,Scotland Women's,4,From Throw In,4660,Erin Cuthbert,Center Forward,0.0846589,NA,Normal,Saved,Open Play,Right Foot,68338,107.4,29.8,117.1,36.3,Vanina Noemí Correa,16.21110730332755,4.7010637094172685,51.009005957494516,24.671599136369725,1.7262676501632055,2,7.471000000000004
1,18,55,38,0.6856,Scotland Women's,4,From Throw In,15616,Kim Little,Center Attacking Midfield,0.45551547,TRUE,Normal,Goal,Open Play,Right Foot,68338,113.9,39,117.9,36.6,Vanina Noemí Correa,6.181423784210231,3.996248240537613,80.69005982501395,9.162368013150173,3.905124837953324,4,10.383000000000038
1,24,18,46,1.521381,Argentina Women's,1,Regular Play,25615,Flavia Lorena Benítez,Right Center Midfield,0.011801214,NA,Normal,Off T,Open Play,Right Foot,68338,90.3,36.7,119.1,39.8,Lee Alexander,29.882770955853477,0.921954445729295,83.6598082540901,19.697991337718513,2.6683328128252755,9,28.595000000000027
1,28,34,54,0.1313,Scotland Women's,2,From Corner,4646,Claire Emslie,Left Wing,0.01889191,NA,Normal,Blocked,Open Play,Head,68338,107.6,43.1,118.9,41.2,Vanina Noemí Correa,12.781627439414754,1.6278820596099688,104.0362434679265,5.331302361005353,1.1000000000000085,7,1.740000000000009
1,36,50,67,0.1473,Scotland Women's,1,Regular Play,4660,Erin Cuthbert,Center Forward,0.04754913,NA,Normal,Blocked,Open Play,Right Foot,68338,108.7,49.3,118.6,42.7,Vanina Noemí Correa,14.634889818512468,3.041381265149115,129.45468269113798,8.286867356234676,2.3021728866442643,4,25.01700000000028
1,45,9,91,1.251781,Scotland Women's,1,Regular Play,10188,Caroline Weir,Left Defensive Midfield,0.010950247,NA,Normal,Off T,Open Play,Left Foot,68338,91,36.3,118.9,38.8,Vanina Noemí Correa,29.235081665697464,1.6278820596099688,82.72913132419376,23.307605362810957,5.714017850864664,5,7.851000000000113
2,48,32,103,0.4205,Scotland Women's,2,From Corner,17524,Jennifer Beattie,Left Center Back,0.24994089,NA,Normal,Goal,Open Play,Head,68338,114.7,39.8,117.8,39.8,Vanina Noemí Correa,5.303772242470445,2.2090722034374553,87.83892051177351,12.613013656291189,-2.408318915758465,0,12.973999999999705
2,64,20,140,0.43,Scotland Women's,2,From Corner,4984,Rachel Corsie,Right Center Back,0.037010748,TRUE,Volley,Blocked,Open Play,Left Foot,68338,105.9,49.2,117.3,42.9,Vanina Noemí Correa,16.83597339033297,3.962322551231791,123.12373559624041,18.207980587035696,8.005623023850163,5,3.606999999999971
2,65,40,145,2.89252,Argentina Women's,1,Regular Play,25606,Vanesa Santana,Left Center Midfield,0.009026773,TRUE,Normal,Off T,Open Play,Right Foot,68338,87.7,50.7,119.3,41,Lee Alexander,34.02616640175616,1.2206555615733719,108.3284512141311,14.27021076306387,3.2249030993194148,8,6.0219999999999345
2,67,45,147,0.6294,Scotland Women's,3,From Free Kick,4660,Erin Cuthbert,Center Forward,0.10739078,NA,Normal,Saved,Open Play,Left Foot,68338,98.3,44.7,114,41.7,Vanina Noemí Correa,22.203152929257595,6.236184731067547,102.22091933193042,24.160956984025354,1.9313207915827948,2,33.09599999999955
2,68,49,148,0.9635,Scotland Women's,2,From Corner,10169,Leanne Crichton,Right Defensive Midfield,0.019152725,NA,Normal,Saved to Post,Open Play,Head,68338,107.2,42.3,118.6,42.5,Vanina Noemí Correa,13.00499903883118,2.8653097563788834,100.18662975994478,11.83595919589924,1.655294535724686,7,1.662000000000262
2,68,51,148,0.299,Scotland Women's,2,From Corner,4660,Erin Cuthbert,Center Forward,0.39783862,TRUE,Half Volley,Goal,Open Play,Right Foot,68338,115.7,43.8,118.8,43.2,Vanina Noemí Correa,5.738466694161425,3.417601498127016,131.4677054161091,18.543031806861684,-1.8027756377319977,0,3.756000000000313
2,71,36,150,0.2032,Argentina Women's,3,From Free Kick,25640,María Florencia Bonsegundo,Left Midfield,0.0056282445,NA,Normal,Blocked,Open Play,Right Foot,68338,82.5,26.1,119.2,38.7,Lee Alexander,39.99324943037262,1.526433752247371,69.66193591591673,20.557675762013183,5.1009802979427334,8,38.475000000000364
2,73,41,156,0.745932,Argentina Women's,1,Regular Play,26052,Milagros Menéndez,Center Attacking Midfield,0.47452793,NA,Normal,Goal,Open Play,Right Foot,68338,108,33.7,114.2,36.3,Lee Alexander,13.55322839769182,6.879680225126745,62.30052719194501,18.04645245566582,7.891767862779541,1,14.042999999999665
2,78,30,165,1.4062,Argentina Women's,6,From Counter,25640,María Florencia Bonsegundo,Left Midfield,0.019215584,NA,Normal,Post,Open Play,Right Foot,68338,98.2,28.9,119.5,38.7,Lee Alexander,24.463237725207183,1.3928388277184094,63.01597435665929,16.96816743062931,2.0396078054371136,6,18.13299999999981
2,82,25,172,1.923338,Argentina Women's,1,Regular Play,25615,Flavia Lorena Benítez,Right Center Midfield,0.0057165516,NA,Normal,Saved,Open Play,Right Foot,68338,83.1,42.5,118.9,41.2,Lee Alexander,36.98459138614351,1.6278820596099688,93.87590478818115,18.731607204581376,2.9154759474226504,10,39.485999999999876
2,93,20,180,0.621672,Argentina Women's,5,Other,25640,María Florencia Bonsegundo,Left Midfield,0.76,NA,Normal,Goal,Penalty,Right Foot,68338,108,40.1,NA,NA,NA,12.000416659433121,NA,90.47745377730926,19.148008776271716,30,0,0
1,1,56,8,3.471183,Chile Women's,1,Regular Play,25695,Daniela Paz Zamora Mancilla,Left Wing,0.041341618,NA,Normal,Wayward,Open Play,Head,68343,114.5,32.5,118.5,37.2,Waraporn Boonsing,9.300537618869138,3.1764760348537155,36.25383773744478,4.863881801502166,0.82462112512353,4,27.126000000000005
1,7,30,17,1.926944,Chile Women's,1,Regular Play,25695,Daniela Paz Zamora Mancilla,Left Wing,0.021684993,NA,Normal,Saved,Open Play,Head,68343,103.7,41.4,119.6,40.8,Waraporn Boonsing,16.360012224934305,0.8944271909999159,94.90906213865549,8.0122908254625,0.6403124237432796,5,29.771000000000015
1,9,36,22,0.405,Chile Women's,2,From Corner,25694,María José Urrutia,Center Forward,0.08816677,TRUE,Half Volley,Blocked,Open Play,Right Foot,68343,110.4,37.6,119.6,38.7,Waraporn Boonsing,9.895453501482379,1.3601470508735434,75.96375653207355,19.810102897317716,7.5584389922787585,6,7.348999999999933
1,9,40,22,1.326995,Chile Women's,2,From Corner,25690,Francisca Alejandra Lara Lara,Left Back,0.034622904,TRUE,Normal,Off T,Open Play,Left Foot,68343,101.5,35.1,118.9,39.5,Waraporn Boonsing,19.137920472193418,1.208304597359452,75.16500780574128,15.159184967489823,5.295280917949493,9,11.5
1,13,55,27,2.3448,Chile Women's,4,From Throw In,25694,María José Urrutia,Center Forward,0.011183228,NA,Normal,Wayward,Open Play,Head,68343,105.1,40.8,118.6,40.8,Waraporn Boonsing,14.921461054467828,1.6124515496597134,93.07333251107326,4.915582324812532,0.7615773105863951,5,12.740999999999985
1,14,50,29,2.004418,Chile Women's,1,Regular Play,25694,María José Urrutia,Center Forward,0.009887125,NA,Normal,Off T,Open Play,Left Foot,68343,95.5,30.2,118.6,39.5,Waraporn Boonsing,26.38730755495907,1.486606874731856,68.19859051364818,12.782890570049718,1.2369316876853012,8,32.4319999999999
1,16,4,31,1.659405,Chile Women's,1,Regular Play,25693,Karen Araya,Center Defensive Midfield,0.020513747,NA,Normal,Off T,Open Play,Right Foot,68343,94.9,51.7,118.4,42.5,Waraporn Boonsing,27.69295939404093,2.9681644159311626,114.99189532108541,18.473891736870222,1.2041594578792318,6,38.25599999999997
1,22,21,46,1.90657,Chile Women's,1,Regular Play,25693,Karen Araya,Center Defensive Midfield,0.010041991,NA,Normal,Off T,Open Play,Right Foot,68343,91.6,56.5,119.2,40.2,Waraporn Boonsing,32.84524318679952,0.82462112512353,120.15598444241162,15.162738416557602,2.7018512172212623,8,23.385999999999967
1,24,2,50,2.691989,Chile Women's,1,Regular Play,25694,María José Urrutia,Center Forward,0.014174778,NA,Normal,Off T,Open Play,Right Foot,68343,97.4,56,118.3,42.9,Waraporn Boonsing,27.690431560378393,3.361547262794322,125.29714276714765,12.057989595898363,1.4212670403551853,4,36.371999999999844
1,27,7,55,1.294014,Chile Women's,3,From Free Kick,25693,Karen Araya,Center Defensive Midfield,0.026746769,NA,Normal,Saved,Free Kick,Right Foot,68343,99.4,19.5,119.4,40.2,Waraporn Boonsing,29.06217472936256,0.6324555320336713,45.13940551447981,19.723238886974112,8.800568163476713,10,0
1,30,46,65,0.705,Thailand Women's,3,From Free Kick,25676,Silawan Intamee,Left Midfield,0.016710775,NA,Normal,Saved,Open Play,Right Foot,68343,108.3,20.5,119.1,36.4,Claudia Christiane Endler Mutinelli,22.740712389896675,3.7107950630558975,30.963756532073532,26.438209557407216,2.816025568065742,3,13.718000000000075
1,32,48,75,2.011404,Chile Women's,1,Regular Play,25695,Daniela Paz Zamora Mancilla,Left Wing,0.027220137,NA,Normal,Off T,Open Play,Head,68343,106.9,41.6,118.3,40.3,Waraporn Boonsing,13.197348218486919,1.726267650163209,96.96346852648809,8.56871047571647,1.0816653826391924,2,22.245999999999867
1,35,15,82,0.824468,Chile Women's,4,From Throw In,25695,Daniela Paz Zamora Mancilla,Left Wing,0.022277562,NA,Half Volley,Wayward,Open Play,Right Foot,68343,95.8,40.5,116.2,39.9,Waraporn Boonsing,24.205164738129756,3.8013155617496395,91.18362869272892,7.281461994791134,0.9899494936611706,5,31.55899999999974
1,36,46,85,0.1388,Thailand Women's,6,From Counter,25676,Silawan Intamee,Left Midfield,0.13174607,NA,Normal,Blocked,Open Play,Right Foot,68343,105.6,33.1,117.4,37.9,Claudia Christiane Endler Mutinelli,15.967780058605522,3.3421549934136774,64.39781244855824,21.38446985541186,3.7215588131856805,4,10.197000000000116
1,39,9,92,1.568934,Thailand Women's,1,Regular Play,25672,Kanjana Sungngoen,Center Forward,0.006817449,NA,Normal,Saved,Open Play,Right Foot,68343,84.8,37.7,119.3,40,Claudia Christiane Endler Mutinelli,35.275062012702406,0.7000000000000028,86.2615559829163,21.656700674511494,5.5901699437494745,3,7.605000000000018
1,39,58,93,2.131096,Thailand Women's,2,From Corner,25670,Pikul Khueanpet,Left Center Midfield,0.043383762,NA,Normal,Off T,Open Play,Head,68343,116.1,31.9,119.7,38.3,Claudia Christiane Endler Mutinelli,8.989994438263022,1.726267650163209,25.709953780811297,2.8658364493392106,1.1313708498984871,4,1.2980000000002292
1,42,4,96,0.993251,Chile Women's,4,From Throw In,25695,Daniela Paz Zamora Mancilla,Left Wing,0.0103490725,NA,Normal,Saved,Open Play,Right Foot,68343,101.5,57.7,119.2,42.4,Waraporn Boonsing,25.603515383634335,2.5298221281347013,133.73400099960529,22.692897040336984,4.23792402008342,4,27.841999999999643
