Name	Position	Team	Games	Season	Age	Salary	Goals	Assists	Goals_Sixty	Assists_Sixty	CF_Percent	PDO	SH_Percent	CFRel_Percent	CF_Percent	Corsi	CorsiFor	CorsiAgainst	Shots	TOI
Joakim.Lindstrom	RL	STL/TOR	53	20142015	30	0.7	2	3	0.23	0.34	50.93	94.33	4.26	2.54	48.39	17	464	447	45	529.53
Charles.Linglet	L	EDM	5	20092010	27	0.5	0	0	0	0	38.64	87.5	0	-2.09	40.73	-20	34	54	7	49.92
Enver.Lisin	RL	PHX	13	20072008	21	0.85	3	0	1.19	0	50.51	99.04	16.67	-0.16	50.67	3	150	147	15	151.57
Enver.Lisin	RL	PHX	48	20082009	22	0.85	11	5	1.19	0.54	45.18	97.05	13.1	-0.9	46.08	-100	469	569	73	552.81
Enver.Lisin	RL	NYR	57	20092010	23	0.79	5	7	0.51	0.72	50.97	100.15	6.17	1.71	49.26	21	553	532	76	583.17
Bryan.Little	C	ATL	48	20072008	19	0.85	4	10	0.43	1.07	45.19	100.98	6.45	2.26	42.93	-91	427	518	58	560.07
Bryan.Little	C	ATL	79	20082009	20	0.85	18	11	1.16	0.71	46.4	101.96	15.13	0.4	45.99	-114	734	848	101	931.42
Bryan.Little	C	ATL	79	20092010	21	0.85	10	18	0.62	1.12	50.34	99.51	7.81	2.14	48.2	12	891	879	118	964.17
Bryan.Little	C	ATL	75	20102011	22	1.65	12	15	0.72	0.9	51.85	101.78	11.43	3.98	47.87	71	996	925	93	1000.08
Bryan.Little	C	WPG	74	20112012	23	2.5	16	14	0.86	0.75	53.85	98.34	14.41	5	48.85	163	1141	978	95	1114.98
Bryan.Little	C	WPG	48	20122013	24	3	5	17	0.41	1.41	49.24	101.52	7.69	-0.42	49.66	-22	716	738	60	724.44
Bryan.Little	C	WPG	82	20132014	25	4	11	29	0.59	1.54	52.9	100.31	9.24	4.12	48.78	130	1186	1056	108	1126.96
Bryan.Little	C	WPG	74	20142015	26	4.75	14	17	0.84	1.02	53.73	100.8	15.38	1.5	52.23	137	986	849	77	1002.08
Bryan.Little	C	WPG	57	20152016	27	4.75	12	12	0.95	0.95	54.29	99.25	13.64	3.47	50.81	126	798	672	76	755.03
Corey.Locke	CL	MTL	1	20072008	23	NA	0	0	0	0	45.45	75	0	-14.55	60	-1	5	6	1	6.99
Corey.Locke	CL	NYR	3	20092010	25	0.5	0	0	0	0	25.81	125	0	-30.02	55.83	-15	8	23	2	18.48
Corey.Locke	CL	OTT	5	20102011	26	0.55	0	1	0	1.53	38.24	99.26	0	-9.06	47.3	-16	26	42	6	39.17
Martin.Lojek	D	FLA	2	20072008	22	NA	0	0	0	0	65.38	85.71	0	8.13	57.26	8	17	9	2	12.36
Andrei.Loktionov	CL	L.A	1	20092010	19	0.662	0	0	0	0	57.89	100	NA	-1.83	59.72	3	11	8	0	10.67
Andrei.Loktionov	CL	L.A	19	20102011	20	0.662	4	2	1.06	0.53	50.78	104.07	17.39	-2.16	52.94	6	196	190	19	226.23
Andrei.Loktionov	CL	L.A	40	20112012	21	0.575	2	4	0.28	0.55	54.03	98.3	3.85	0.34	53.69	64	429	365	50	432.82
Andrei.Loktionov	CL	N.J	28	20122013	22	0.575	7	2	1.24	0.35	59.48	96.72	19.44	2.44	57.04	102	320	218	29	339.54
Andrei.Loktionov	CL	CAR/N.J	68	20132014	23	0.725	5	11	0.39	0.87	55.12	99.48	7.69	3.42	51.7	123	662	539	60	760.98
Matthew.Lombardi	CL	CGY	89	20072008	25	1.55	9	17	0.48	0.91	48.77	98.62	6.04	-4.9	53.66	-44	869	913	140	1117.72
Matthew.Lombardi	CL	CGY/PHX	67	20082009	26	1.55	10	24	0.69	1.66	51.51	102.13	7.87	-0.7	52.21	49	837	788	117	870.06
Matthew.Lombardi	CL	PHX	84	20092010	27	2.35	14	21	0.78	1.17	51.56	101.64	10.45	0.01	51.55	62	1023	961	120	1079.53
Matthew.Lombardi	CL	NSH	2	20102011	28	3.5	0	0	0	0	30	93.75	0	-30.32	60.32	-16	12	28	4	22.82
Matthew.Lombardi	CL	TOR	62	20112012	29	3.5	7	9	0.58	0.75	46.43	96.82	7.95	-3.94	50.37	-94	611	705	81	720.2
Matthew.Lombardi	CL	ANA/PHX	28	20122013	30	3.5	3	3	0.55	0.55	45.73	98.89	8.57	-7.41	53.14	-53	284	337	32	324.49
Viktor.Loov	D	TOR	4	20152016	22	0.693	0	2	0	2.91	56.16	122.22	0	-2.39	58.56	9	41	32	1	41.18
Ben.Lovejoy	D	PIT	2	20082009	24	0.637	0	0	0	0	37.14	102.78	NA	-12.86	50	-9	13	22	0	20.15
Ben.Lovejoy	D	PIT	12	20092010	25	0.5	0	3	0	1.07	47.37	113.85	0	-4.75	52.12	-15	135	150	10	168.88
Ben.Lovejoy	D	PIT	54	20102011	26	0.525	3	13	0.25	1.09	53.14	101.71	4.84	-2.37	55.51	84	711	627	59	718.3
Ben.Lovejoy	D	PIT	36	20112012	27	0.525	1	3	0.14	0.41	54.76	98.41	2.22	1.6	53.16	76	437	361	44	441.92
Ben.Lovejoy	D	ANA/PIT	42	20122013	28	0.525	0	7	0	0.61	50.41	100.37	0	3.29	47.12	10	621	611	53	685.4
Ben.Lovejoy	D	ANA	91	20132014	29	1	7	9	0.29	0.37	48.48	101.96	6.73	-0.83	49.31	-80	1277	1357	97	1451.59
Ben.Lovejoy	D	ANA/PIT	65	20142015	30	1.1	2	11	0.11	0.6	52.1	98.22	2.41	-0.13	52.23	84	1042	958	81	1094.76
Ben.Lovejoy	D	PIT	57	20152016	31	1.2	3	4	0.2	0.27	51.68	100.52	4.11	-0.06	51.74	54	831	777	70	897.44
Keegan.Lowe	D	CAR	2	20142015	21	0.74	0	0	0	0	31.37	94.12	NA	-24.27	55.65	-19	16	35	0	27.59
Adam.Lowry	LC	WPG	84	20142015	21	0.818	11	10	0.64	0.58	54.09	99.19	11	2.58	51.51	144	952	808	89	1038.24
Adam.Lowry	LC	WPG	65	20152016	22	0.925	6	9	0.48	0.71	48.02	96.95	10.34	-4.87	52.89	-51	620	671	52	756.57
Milan.Lucic	L	BOS	83	20072008	19	0.585	7	16	0.45	1.04	51.52	98.67	8.05	0.02	51.5	47	798	751	80	925
Milan.Lucic	L	BOS	81	20082009	20	0.585	18	22	1	1.22	51.73	105.75	18.56	1.31	50.42	70	1047	977	79	1085.34
Milan.Lucic	L	BOS	62	20092010	21	0.685	10	14	0.7	0.99	53.79	97.74	11.9	1.45	52.34	113	802	689	74	852.12
Milan.Lucic	L	BOS	104	20102011	22	4	24	28	1.01	1.18	54.15	104.85	14.46	5.12	49.03	239	1560	1321	142	1427.88
Milan.Lucic	L	BOS	88	20112012	23	4	19	32	0.91	1.53	55.8	100.56	15.32	2.43	53.37	280	1347	1067	105	1258.9
Milan.Lucic	L	BOS	68	20122013	24	4.25	11	27	0.63	1.55	54.1	102.86	10.68	1.57	52.53	173	1142	969	92	1047.03
Milan.Lucic	L	BOS	92	20132014	25	5.5	21	22	0.94	0.98	53.45	103.31	14.58	-0.69	54.14	179	1387	1208	123	1343.69
Milan.Lucic	L	BOS	81	20142015	26	6	13	18	0.7	0.97	51.12	103.11	10.92	-0.76	51.87	47	1077	1030	106	1109.31
Milan.Lucic	L	L.A	71	20152016	27	6.5	13	19	0.76	1.11	59.13	101.43	14.29	4.6	54.53	355	1150	795	78	1023.48
Brad.Lukowich	D	T.B	59	20072008	31	1.25	1	5	0.07	0.37	48.27	96.42	4	-3	51.28	-46	643	689	24	811.92
Brad.Lukowich	D	S.J	64	20082009	32	1.65	0	6	0	0.4	54.75	98.07	0	1.59	53.16	145	835	690	47	904.43
Brad.Lukowich	D	VAN	13	20092010	33	1.8	1	1	0.46	0.46	46.86	109.08	100	-5.95	52.81	-15	112	127	0	131.59
Brad.Lukowich	D	DAL	5	20102011	34	1	0	0	0	0	57.52	103.53	0	10.8	46.72	17	65	48	3	49.12
Mike.Lundin	D	T.B	81	20072008	22	0.637	0	5	0	0.29	48.28	100.85	0	-1.81	50.1	-59	830	889	32	1025.14
Mike.Lundin	D	T.B	25	20082009	23	0.738	0	2	0	0.39	45.44	99.89	0	-3.36	48.8	-48	239	287	7	303.94
Mike.Lundin	D	T.B	48	20092010	24	0.55	3	8	0.23	0.61	45.3	99.38	8.11	-3.57	48.86	-129	621	750	34	789.41
Mike.Lundin	D	T.B	87	20102011	25	0.75	1	12	0.04	0.54	47.57	100.94	1.89	-4.17	51.74	-117	1145	1262	52	1333.55
Mike.Lundin	D	MIN	17	20112012	26	1	0	2	0	0.44	41.73	99.04	0	-1.42	43.15	-86	217	303	9	273.95
Mike.Lundin	D	OTT	11	20122013	27	1.15	0	1	0	0.38	50.19	99.59	0	-2.58	52.77	1	135	134	12	156.57
Jamie.Lundmark	C	CGY	29	20082009	27	0.6	8	4	1.49	0.75	51.88	98.13	17.39	-3.93	55.8	20	276	256	38	321.1
Jamie.Lundmark	C	CGY/TOR	36	20092010	28	0.6	4	4	0.57	0.57	53.63	95.45	9.09	0.58	53.05	56	414	358	40	421.04
Joel.Lundqvist	LC	DAL	73	20072008	25	0.7	5	13	0.39	1.01	51.77	98.42	7.69	1.51	50.26	42	615	573	60	771.82
Joel.Lundqvist	LC	DAL	43	20082009	26	0.75	1	5	0.14	0.7	46.33	96.67	3.45	-4.03	50.36	-50	316	366	28	426.97
Joffrey.Lupul	LR	PHI	73	20072008	23	2.535	11	14	0.72	0.91	45.55	102.11	8.15	-0.94	46.49	-154	788	942	124	920.18
Joffrey.Lupul	LR	PHI	85	20082009	24	2.9	20	16	1.1	0.88	47.21	101.31	13.16	-1.09	48.3	-120	1016	1136	132	1087.48
Joffrey.Lupul	LR	ANA	23	20092010	25	4.25	9	2	1.87	0.42	47.5	104.66	20.93	2.34	45.16	-26	247	273	34	288.65
Joffrey.Lupul	LR	ANA/TOR	54	20102011	26	4.25	10	8	0.9	0.72	40.76	101.4	10.31	-3.67	44.43	-254	560	814	87	665.75
Joffrey.Lupul	LR	TOR	66	20112012	27	4.25	15	24	0.94	1.5	48.5	100.21	10.64	-1.22	49.72	-61	988	1049	126	962.48
Joffrey.Lupul	LR	TOR	23	20122013	28	4.25	10	7	1.9	1.33	43.61	106.77	19.61	-0.39	44	-85	290	375	41	316.27
Joffrey.Lupul	LR	TOR	69	20132014	29	5.25	13	14	0.76	0.82	42.51	100.33	9.85	-1.14	43.65	-308	874	1182	119	1023.04
Joffrey.Lupul	LR	TOR	55	20142015	30	5.25	8	9	0.69	0.78	44.05	101.63	10.39	-2.7	46.74	-160	592	752	69	693.11
Joffrey.Lupul	LR	TOR	46	20152016	31	6.75	6	1	0.68	0.11	46.39	97.35	8.82	-4.96	51.35	-73	469	542	62	530.6
Toni.Lydman	D	BUF	81	20072008	29	2.6	1	18	0.05	0.83	48.25	100.08	1.56	-2.04	50.29	-79	1092	1171	63	1300.6
Toni.Lydman	D	BUF	80	20082009	30	3.15	2	11	0.09	0.52	46.92	100.66	3.03	-3.56	50.48	-141	1075	1216	64	1279.12
Toni.Lydman	D	BUF	72	20092010	31	3.15	4	13	0.21	0.68	48.65	101.69	6.35	-1.22	49.87	-57	1027	1084	59	1154.88
Toni.Lydman	D	ANA	84	20102011	32	3	3	14	0.13	0.61	47.81	103.2	3.7	5.12	42.69	-109	1190	1299	78	1377.7
Toni.Lydman	D	ANA	73	20112012	33	3	0	12	0	0.65	45.77	100.42	0	-4.34	50.11	-167	903	1070	42	1109.55
Toni.Lydman	D	ANA	38	20122013	34	3	0	5	0	0.49	48.61	99.02	0	2.79	45.82	-28	490	518	20	607.43
Olli.Maatta	D	PIT	91	20132014	19	0.925	5	19	0.22	0.83	51.27	100.29	4.67	2.62	48.65	63	1272	1209	102	1371.19
Olli.Maatta	D	PIT	20	20142015	20	0.925	1	6	0.18	1.1	50.67	101.22	5.56	3.16	47.52	8	301	293	17	327.05
Olli.Maatta	D	PIT	66	20152016	21	0.833	6	11	0.33	0.6	51.93	103.99	6.98	-1.22	53.15	77	1036	959	80	1094.96
Clarke.MacArthur	L	BUF	37	20072008	22	NA	7	7	0.93	0.93	46.09	102.32	14.58	-4.48	50.57	-65	383	448	41	453.16
Clarke.MacArthur	L	BUF	71	20082009	23	0.522	12	8	0.89	0.59	50.52	98.59	13.64	2.07	48.45	15	728	713	76	811.39
Clarke.MacArthur	L	BUF/ATL	80	20092010	24	1.4	10	15	0.63	0.95	48.66	98.34	10.1	-0.92	49.59	-46	837	883	89	949.61
Clarke.MacArthur	L	TOR	82	20102011	25	1.1	13	28	0.69	1.49	53.22	101.84	11.61	7.85	45.37	146	1205	1059	99	1127.72
Clarke.MacArthur	L	TOR	73	20112012	26	3.25	16	16	0.97	0.97	51.52	101.41	12.5	3	48.52	57	969	912	112	984.78
Clarke.MacArthur	L	TOR	45	20122013	27	3.25	8	9	0.83	0.94	49.32	102.1	13.11	8.38	40.93	-15	540	555	53	575.07
Clarke.MacArthur	L	OTT	79	20132014	28	3.25	14	22	0.84	1.32	54.08	102.16	12.73	2.23	51.84	164	1088	924	96	1000.14
Clarke.MacArthur	L	OTT	68	20142015	29	3.25	11	14	0.76	0.96	50.54	100.94	10	1.01	49.53	18	846	828	99	870.73
Clarke.MacArthur	L	OTT	4	20152016	30	4.5	0	0	0	0	54.29	94.12	0	14.8	39.48	6	38	32	4	39.01
Lane.MacDermid	L	BOS	5	20112012	22	0.61	0	0	0	0	51.61	90.26	0	-9.36	60.97	2	32	30	6	41.56
Lane.MacDermid	L	BOS/DAL	9	20122013	23	0.6	2	0	2.67	0	45.45	105.18	50	-5.21	50.66	-7	35	42	2	44.98
Lane.MacDermid	L	CGY/DAL	7	20132014	24	0.66	0	2	0	3.05	52.38	103.43	0	0.02	52.36	3	33	30	1	39.3
Andrew.MacDonald	D	NYI	3	20082009	22	0.475	0	0	0	0	52.83	116.67	0	-2.58	55.41	3	28	25	1	29.21
Andrew.MacDonald	D	NYI	46	20092010	23	0.5	0	6	0	0.49	47.41	101.6	0	-1.65	49.06	-68	623	691	29	729.08
Andrew.MacDonald	D	NYI	59	20102011	24	0.5	2	6	0.12	0.37	45.71	101.39	4.35	0.19	45.52	-162	863	1025	44	978.34
Andrew.MacDonald	D	NYI	75	20112012	25	0.55	4	10	0.17	0.43	47.32	99.24	7.27	-0.55	47.86	-138	1216	1354	51	1393.57
Andrew.MacDonald	D	NYI	52	20122013	26	0.575	1	6	0.06	0.38	46.86	98.32	3.03	-5.79	52.65	-112	835	947	32	942.3
Andrew.MacDonald	D	NYI/PHI	89	20132014	27	0.575	3	11	0.11	0.41	44.44	99.42	5.45	-8.09	52.53	-332	1328	1660	52	1594.47
Andrew.MacDonald	D	PHI	58	20142015	28	4.25	1	5	0.06	0.32	49.03	100.21	2.78	-1.24	50.27	-32	806	838	35	930.4
Andrew.MacDonald	D	PHI	18	20152016	29	4.5	0	3	0	0.61	48.01	103.05	0	-6.18	54.19	-23	277	300	16	297.39
Craig.MacDonald	LC	T.B	65	20072008	30	NA	2	8	0.21	0.85	45.11	96.86	2.7	-5.23	50.34	-87	401	488	72	561.44
Craig.MacDonald	LC	CBJ	8	20082009	31	0.515	1	1	0.85	0.85	40.78	105.21	16.67	-12.15	52.93	-19	42	61	5	70.98
Maxime.MacEnauer	C	ANA	28	20112012	22	0.525	1	3	0.29	0.86	44.57	99.14	10	-3.07	47.64	-40	164	204	9	209.72
Spencer.MacHacek	R	ATL	2	20082009	19	0.635	0	0	0	0	29.17	100	0	-7.76	36.92	-10	7	17	1	15.87
Spencer.MacHacek	R	ATL	10	20102011	21	0.71	0	0	0	0	50	94.12	0	-5.17	55.17	0	72	72	7	77.11
Spencer.MacHacek	R	WPG	13	20112012	22	0.575	2	7	1.24	4.34	46.79	123.13	18.18	-5.51	52.3	-10	73	83	9	96.86
Ray.MacIas	D	COL	6	20082009	21	0.525	0	0	0	0	50	101.64	0	8.41	41.59	0	77	77	3	86.72
Ray.MacIas	D	COL	2	20102011	23	0.55	0	0	0	0	45.45	98.9	NA	-0.21	45.67	-4	20	24	0	29.57
Steve.MacIntyre	L	EDM	22	20082009	28	0.525	2	0	1.47	0	37.93	95.88	33.33	-9.7	47.63	-35	55	90	4	81.86
Steve.MacIntyre	L	EDM/FLA	22	20092010	29	0.55	0	1	0	0.97	34.41	96.49	0	-9.79	44.2	-29	32	61	3	61.59
Steve.MacIntyre	L	EDM	34	20102011	30	0.5	0	1	0	0.51	34.21	101.17	0	-15.04	49.25	-60	65	125	6	117.12
Steve.MacIntyre	L	PIT	12	20112012	31	0.6	0	0	0	0	47.46	100	NA	-9.69	57.14	-3	28	31	0	37.04
Steve.MacIntyre	L	PIT	1	20122013	32	0.625	0	0	0	0	33.33	100	NA	6.8	26.53	-1	1	2	0	4.73
Aaron.MacKenzie	D	COL	5	20082009	27	0.475	0	0	0	0	54.55	103.33	0	14.13	40.41	9	54	45	3	64.83
Derek.MacKenzie	CL	CBJ	17	20072008	26	NA	2	0	0.96	0	54.5	95.01	10.53	-0.96	55.46	18	109	91	17	125.1
Derek.MacKenzie	CL	CBJ	1	20082009	27	0.55	0	0	0	0	66.67	75	0	8.48	58.18	4	8	4	1	9.3
Derek.MacKenzie	CL	CBJ	18	20092010	28	0.55	1	3	0.42	1.27	55.41	104.24	7.69	7.22	48.19	24	123	99	12	142.17
Derek.MacKenzie	CL	CBJ	63	20102011	29	0.6	6	12	0.66	1.31	53.1	102.04	9.52	3.23	49.88	58	496	438	57	547.85
Derek.MacKenzie	CL	CBJ	66	20112012	30	0.6	4	6	0.42	0.64	45.87	100.94	7.69	-3.1	48.97	-70	389	459	48	565.06
Derek.MacKenzie	CL	CBJ	43	20122013	31	1	3	5	0.48	0.8	41	104.09	9.09	-8.28	49.28	-101	230	331	30	374.44
Derek.MacKenzie	CL	CBJ	77	20132014	32	1	7	8	0.58	0.66	49.32	98.44	10.29	-1.19	50.51	-16	577	593	61	722.86
Derek.MacKenzie	CL	FLA	82	20142015	33	1.3	3	4	0.22	0.3	48.81	94.73	5.26	-3.02	51.83	-31	638	669	54	802.31
Derek.MacKenzie	CL	FLA	59	20152016	34	1.3	6	6	0.6	0.6	44.99	103.36	9.68	-3.18	48.17	-84	377	461	56	597.33
Nathan.MacKinnon	CR	COL	89	20132014	18	0.925	17	29	0.8	1.37	46.86	103.28	8.9	0.63	46.23	-156	1164	1320	174	1268.43
Nathan.MacKinnon	CR	COL	64	20142015	19	0.925	10	19	0.69	1.31	48.9	100.29	6.33	7.24	41.65	-37	821	858	148	870.47
Nathan.MacKinnon	CR	COL	72	20152016	20	0.925	10	18	0.58	1.04	46.46	101.04	5.75	3.69	42.77	-147	965	1112	164	1036.27
Brett.MacLean	RL	PHX	13	20102011	21	0.787	1	1	0.69	0.69	50	103.1	8.33	1.55	48.45	0	78	78	11	87.38
Brett.MacLean	RL	WPG	5	20112012	22	0.735	0	1	0	1.44	52.94	100.91	0	-1.72	54.66	5	45	40	6	41.75
Andrew.MacWilliam	D	TOR	12	20142015	24	0.875	0	2	0	0.8	40.15	94.68	0	-7.39	47.54	-52	106	158	5	149.64
John.Madden	C	N.J	85	20072008	34	2.938	13	20	0.66	1.02	44.95	101.7	8.97	-10.23	55.18	-189	842	1031	132	1177.43
John.Madden	C	N.J	83	20082009	35	2.938	6	14	0.35	0.81	46.3	98.56	4.62	-7.85	54.15	-132	825	957	124	1040.03
John.Madden	C	CHI	101	20092010	36	2.75	10	13	0.52	0.67	50.7	97.12	7.41	-5.74	56.44	28	1012	984	125	1158.04
John.Madden	C	MIN	76	20102011	37	1	9	10	0.59	0.66	41.62	100.14	10.84	-4.42	46.04	-246	611	857	74	914.98
John.Madden	C	FLA	38	20112012	38	0.6	3	0	0.44	0	42.74	98.11	9.09	-5.95	48.7	-92	271	363	30	409.38
Olivier.Magnan	D	N.J	18	20102011	24	0.5	0	0	0	0	53.14	95.69	0	0.04	53.1	26	220	194	7	237.7
Adam.Mair	C	BUF	71	20072008	28	0.75	5	12	0.51	1.24	43.59	101.42	8.93	-6.93	50.52	-115	391	506	51	582.95
Adam.Mair	C	BUF	75	20082009	29	0.75	8	11	0.64	0.88	47.16	101.58	10.67	-2.52	49.67	-75	622	697	67	751.56
Adam.Mair	C	BUF	74	20092010	30	0.775	7	8	0.61	0.7	49.91	100.49	9.72	0.67	49.25	-2	570	572	65	684.1
Adam.Mair	C	N.J	65	20102011	31	0.515	1	3	0.11	0.33	46.72	93.38	1.75	-7.26	53.98	-55	392	447	56	548.63
Manny.Malhotra	CL	CBJ	71	20072008	27	1.2	8	15	0.55	1.04	52.56	99.02	9.09	0.59	51.97	72	739	667	80	865.05
Manny.Malhotra	CL	CBJ	81	20082009	28	1.5	11	16	0.61	0.89	50.23	100.88	11	-2.1	52.33	8	871	863	89	1082.67
Manny.Malhotra	CL	S.J	86	20092010	29	0.7	11	11	0.68	0.68	54.27	103.18	9.65	3.57	50.71	146	927	781	103	976
Manny.Malhotra	CL	VAN	78	20102011	30	2.5	7	10	0.45	0.65	44.97	101.63	7.45	-9.61	54.58	-167	747	914	87	928.74
Manny.Malhotra	CL	VAN	83	20112012	31	2.5	6	11	0.46	0.84	38.92	99.89	10.71	-16.97	55.89	-295	518	813	50	786.91
Manny.Malhotra	CL	VAN	9	20122013	32	2.5	0	0	0	0	43.64	91.21	0	-9.84	53.48	-14	48	62	2	72.08
Manny.Malhotra	CL	CAR	69	20132014	33	0.6	5	3	0.45	0.27	41.42	100.05	10.87	-10.69	52.11	-201	485	686	41	664.38
Manny.Malhotra	CL	MTL	58	20142015	34	0.85	1	3	0.12	0.37	35.34	99.83	2.38	-15.14	50.48	-239	288	527	41	491.6
Marek.Malik	D	NYR	42	20072008	32	NA	2	8	0.19	0.75	53.37	103.14	6.45	-1.83	55.2	73	578	505	29	638.18
Marek.Malik	D	T.B	42	20082009	33	1.25	0	4	0	0.38	46.4	100.22	0	-2.17	48.57	-82	528	610	18	628.4
Evgeni.Malkin	CR	PIT	102	20072008	21	0.984	29	39	1.16	1.56	47.49	103.23	14.29	3.37	44.12	-138	1305	1443	174	1495.72
Evgeni.Malkin	CR	PIT	106	20082009	22	0.984	20	55	0.78	2.14	47.18	103.6	9.66	-1.49	48.67	-162	1356	1518	187	1544.02
Evgeni.Malkin	CR	PIT	79	20092010	23	9	12	28	0.62	1.46	51.87	97.73	6.94	-1.64	53.51	84	1164	1080	161	1152.56
Evgeni.Malkin	CR	PIT	43	20102011	24	9	7	13	0.74	1.37	56.57	97.13	7.29	6.72	49.86	145	624	479	89	567.7
Evgeni.Malkin	CR	PIT	81	20112012	25	9	33	36	1.59	1.74	57.21	100.68	15.49	4.19	53.02	346	1372	1026	180	1242.85
Evgeni.Malkin	CR	PIT	46	20122013	26	9	7	15	0.62	1.34	55.15	99.82	6.48	7.97	47.18	136	728	592	101	673.68
Evgeni.Malkin	CR	PIT	73	20132014	27	7.5	19	29	1.05	1.61	54.49	101.93	15.57	6.5	47.98	181	1099	918	103	1080.92
Evgeni.Malkin	CR	PIT	74	20142015	28	9.5	17	22	0.96	1.24	54.72	100.96	12.41	3.26	51.45	189	1096	907	120	1060.89
Evgeni.Malkin	CR	PIT	57	20152016	29	9.5	13	12	0.97	0.89	54.37	99.87	15.48	3.45	50.92	130	809	679	71	805.24
Olli.Malmivaara	D	N.J	2	20072008	25	NA	0	0	0	0	73.68	125	NA	26.02	47.66	9	14	5	0	18.46
Brad.Malone	LC	COL	9	20112012	22	0.613	0	2	0	1.37	49.59	102.22	0	0.87	48.72	-1	61	62	5	87.35
Brad.Malone	LC	COL	13	20122013	23	0.787	1	1	0.54	0.54	48.91	87.5	10	-2.14	51.06	-4	90	94	9	111.6
Brad.Malone	LC	COL	38	20132014	24	0.735	3	2	0.7	0.46	40.63	97.86	15	-4.78	45.42	-71	154	225	17	258.61
Brad.Malone	LC	CAR	65	20142015	25	0.6	6	8	0.58	0.77	45.09	97.75	9.38	-7.72	52.81	-102	468	570	58	624.49
Brad.Malone	LC	CAR	48	20152016	26	0.7	2	4	0.3	0.6	50.96	95.66	7.41	-0.83	51.8	12	317	305	25	401.38
Ryan.Malone	LR	PIT	97	20072008	27	NA	16	22	0.79	1.08	47.35	103.41	11.51	2.71	44.64	-115	1028	1143	123	1217.91
Ryan.Malone	LR	T.B	70	20082009	28	6	18	15	1.33	1.11	51.72	102.22	20.22	5.04	46.68	48	721	673	71	812.8
Ryan.Malone	LR	T.B	68	20092010	29	6	12	16	0.83	1.1	47.4	99.55	11.11	-0.55	47.95	-84	767	851	96	870.48
Ryan.Malone	LR	T.B	72	20102011	30	6	6	17	0.42	1.2	51.58	98.62	5.26	1.38	50.2	50	818	768	108	852.58
Ryan.Malone	LR	T.B	68	20112012	31	5.5	12	17	0.77	1.1	46.74	100.33	11.88	-0.36	47.1	-111	796	907	89	930.08
Ryan.Malone	LR	T.B	24	20122013	32	3	4	1	0.83	0.21	42.71	101.94	13.79	-5.08	47.79	-73	214	287	25	290.18
Ryan.Malone	LR	T.B	57	20132014	33	2.5	4	7	0.41	0.71	50.42	97.95	5.33	1.2	49.22	9	538	529	71	591.41
Ryan.Malone	LR	NYR	6	20142015	34	0.7	0	0	0	0	57.65	82.61	0	4.09	53.55	13	49	36	4	45.34
Kirk.Maltby	RL	DET	73	20072008	34	0.95	5	4	0.42	0.34	52.81	96.34	7.25	-7.92	60.73	59	554	495	64	710.78
Kirk.Maltby	RL	DET	97	20082009	35	0.95	5	7	0.4	0.55	52.35	96.99	7.94	-5.79	58.14	54	601	547	58	758.24
Kirk.Maltby	RL	DET	51	20092010	36	0.75	2	2	0.29	0.29	48.07	100.38	5.56	-5.51	53.58	-25	312	337	34	419.36
Mark.Mancari	R	BUF	7	20082009	23	0.522	1	0	0.82	0	56.91	85.66	7.14	5.04	51.87	17	70	53	13	72.88
Mark.Mancari	R	BUF	6	20092010	24	0.575	1	1	0.9	0.9	62.96	106.82	6.67	14.73	48.24	35	85	50	14	66.4
Mark.Mancari	R	BUF	21	20102011	25	0.575	0	6	0	1.61	50.74	98.24	0	1.73	49.01	6	206	200	39	223.49
Mark.Mancari	R	VAN	6	20112012	26	0.525	0	0	0	0	51.28	100	0	-4.11	55.39	2	40	38	5	51.25
Brandon.Manning	D	PHI	4	20112012	21	0.715	0	0	0	0	52.17	101.7	0	15.03	37.14	4	48	44	6	53.9
Brandon.Manning	D	PHI	6	20122013	22	0.74	0	2	0	1.43	42.2	111.29	0	-3.38	45.57	-27	73	100	4	84.03
Brandon.Manning	D	PHI	11	20142015	24	0.7	0	3	0	1.2	50.57	103.3	0	6.38	44.2	3	132	129	9	150.45
Brandon.Manning	D	PHI	46	20152016	25	0.625	1	6	0.09	0.54	49.85	102.33	2.13	0.13	49.72	-4	646	650	46	666.42
Josh.Manson	D	ANA	28	20142015	22	0.925	0	3	0	0.4	54.39	100.01	0	5.81	48.58	71	440	369	24	449.99
Josh.Manson	D	ANA	62	20152016	23	0.925	3	9	0.18	0.55	57.83	99.46	4.48	6.24	51.6	259	956	697	64	983.03
Anthony.Mantha	RL	DET	4	20152016	20	0.925	0	1	0	1.28	55.56	95.14	0	6.16	49.4	11	55	44	11	46.92
Paul.Mara	D	NYR	71	20072008	28	NA	1	10	0.06	0.63	51.36	100.88	1.82	-3.46	54.82	44	832	788	54	957.41
Paul.Mara	D	NYR	83	20082009	29	1.95	5	4	0.27	0.21	50.81	100.29	7.58	-1.88	52.69	34	1066	1032	61	1131.96
Paul.Mara	D	MTL	42	20092010	30	1.675	0	4	0	0.4	44.56	96.99	0	-3.73	48.29	-122	500	622	18	600.67
Paul.Mara	D	ANA/MTL	54	20102011	31	0.75	1	3	0.08	0.23	40.93	101.75	2.63	-6.88	47.81	-259	584	843	37	781.68
