Team,Year,GameMinute,Kicker,Distance,ScoreDiff,Grass,Success
PIT,2009,57,Reed,32,-3,TRUE,1
PIT,2009,65,Reed,33,0,TRUE,1
PIT,2009,49,Reed,38,7,TRUE,0
PIT,2009,57,Reed,43,0,TRUE,0
PIT,2009,9,Reed,19,0,FALSE,1
PIT,2009,18,Reed,24,10,FALSE,1
PIT,2009,34,Reed,52,4,FALSE,0
PIT,2009,60,Reed,46,7,TRUE,1
PIT,2009,30,Reed,32,7,TRUE,1
PIT,2009,55,Reed,39,10,TRUE,1
PIT,2009,15,Reed,39,0,TRUE,1
PIT,2009,34,Reed,27,3,TRUE,1
PIT,2009,11,Reed,28,0,TRUE,1
PIT,2009,26,Reed,33,-3,TRUE,1
PIT,2009,30,Reed,35,0,TRUE,1
PIT,2009,49,Reed,34,-3,TRUE,1
PIT,2009,16,Reed,36,-7,TRUE,1
PIT,2009,36,Reed,44,-7,FALSE,1
PIT,2009,2,Reed,33,0,TRUE,1
PIT,2009,45,Reed,53,4,TRUE,0
PIT,2009,30,Reed,27,-13,TRUE,1
PIT,2009,45,Reed,42,-10,TRUE,1
PIT,2009,41,Reed,37,7,TRUE,1
PIT,2009,51,Reed,34,3,TRUE,1
PIT,2009,56,Reed,43,-1,TRUE,1
PIT,2009,6,Reed,26,0,TRUE,1
PIT,2009,14,Reed,39,0,TRUE,1
PIT,2009,55,Reed,38,0,TRUE,1
PIT,2009,25,Reed,22,4,TRUE,1
PIT,2009,46,Reed,21,14,TRUE,1
PIT,2009,60,Reed,33,3,TRUE,1
SF,2009,15,Schmitt,33,-3,TRUE,1
SF,2009,28,Schmitt,39,0,TRUE,1
SF,2009,30,Schmitt,28,3,TRUE,0
JAC,2009,21,Scobee,24,0,FALSE,1
JAC,2009,29,Scobee,46,-4,FALSE,1
JAC,2009,30,Scobee,63,-1,FALSE,0
JAC,2009,11,Scobee,30,-7,TRUE,1
JAC,2009,19,Scobee,46,-7,TRUE,0
JAC,2009,8,Scobee,52,0,TRUE,1
JAC,2009,5,Scobee,22,0,TRUE,1
JAC,2009,27,Scobee,50,14,TRUE,1
JAC,2009,30,Scobee,55,24,TRUE,0
JAC,2009,35,Scobee,33,24,TRUE,1
JAC,2009,30,Scobee,58,-4,TRUE,0
JAC,2009,67,Scobee,36,0,TRUE,1
JAC,2009,18,Scobee,53,4,TRUE,0
JAC,2009,45,Scobee,27,8,TRUE,1
JAC,2009,12,Scobee,49,4,FALSE,0
JAC,2009,60,Scobee,21,-1,FALSE,1
JAC,2009,5,Scobee,29,0,TRUE,1
JAC,2009,17,Scobee,40,-3,TRUE,0
JAC,2009,30,Scobee,32,-17,TRUE,1
JAC,2009,53,Scobee,21,-17,TRUE,0
JAC,2009,5,Scobee,51,0,TRUE,1
JAC,2009,30,Scobee,46,10,TRUE,1
JAC,2009,41,Scobee,24,11,TRUE,1
JAC,2009,41,Scobee,25,-7,TRUE,1
JAC,2009,8,Scobee,50,0,TRUE,1
JAC,2009,30,Scobee,57,-4,TRUE,0
JAC,2009,13,Scobee,47,-3,TRUE,1
JAC,2009,35,Scobee,43,-10,TRUE,0
IND,2009,12,Stover,38,-7,FALSE,1
IND,2009,16,Stover,33,-4,FALSE,1
IND,2009,30,Stover,31,-8,FALSE,1
IND,2009,36,Stover,40,-5,FALSE,1
IND,2009,11,Stover,22,7,FALSE,1
IND,2009,18,Stover,37,10,FALSE,1
IND,2009,53,Stover,25,-1,FALSE,1
IND,2009,47,Stover,32,-6,TRUE,0
IND,2009,30,Stover,43,11,FALSE,1
IND,2009,38,Stover,52,14,FALSE,0
IND,2009,57,Stover,36,14,FALSE,1
IND,2009,5,Stover,44,0,FALSE,1
IND,2009,47,Stover,33,14,FALSE,1
IND,2009,15,Stover,25,0,FALSE,1
IND,2009,22,Stover,19,-4,FALSE,1
IND,2009,58,Stover,21,10,FALSE,1
IND,2009,8,Stover,38,0,TRUE,1
IND,2009,50,Stover,51,1,TRUE,0
KC,2009,48,Succop,53,-3,FALSE,1
KC,2009,13,Succop,23,0,TRUE,1
KC,2009,10,Succop,34,-7,TRUE,1
KC,2009,16,Succop,47,0,TRUE,1
KC,2009,39,Succop,38,7,TRUE,1
KC,2009,57,Succop,53,0,TRUE,0
KC,2009,25,Succop,39,0,TRUE,1
KC,2009,44,Succop,46,-3,TRUE,1
KC,2009,57,Succop,46,0,TRUE,1
KC,2009,60,Succop,24,3,TRUE,1
KC,2009,29,Succop,43,-17,TRUE,0
KC,2009,6,Succop,45,0,TRUE,1
KC,2009,28,Succop,21,-4,TRUE,1
KC,2009,30,Succop,56,-8,TRUE,0
KC,2009,11,Succop,50,-7,TRUE,1
KC,2009,24,Succop,25,0,TRUE,1
KC,2009,35,Succop,52,3,TRUE,0
KC,2009,54,Succop,31,3,TRUE,1
KC,2009,45,Succop,27,-3,TRUE,1
KC,2009,67,Succop,22,0,TRUE,1
KC,2009,16,Succop,22,-7,TRUE,1
KC,2009,30,Succop,47,-11,TRUE,1
KC,2009,20,Succop,21,-7,TRUE,1
KC,2009,11,Succop,30,-3,TRUE,1
KC,2009,52,Succop,27,-10,TRUE,1
KC,2009,30,Succop,30,-3,FALSE,1
KC,2009,25,Succop,20,0,TRUE,1
KC,2009,40,Succop,36,0,TRUE,1
KC,2009,47,Succop,47,3,TRUE,1
WAS,2009,45,Suisham,27,-10,FALSE,1
WAS,2009,10,Suisham,21,0,TRUE,1
WAS,2009,22,Suisham,28,3,TRUE,1
WAS,2009,39,Suisham,23,-1,TRUE,1
WAS,2009,35,Suisham,42,-10,TRUE,1
WAS,2009,29,Suisham,38,5,TRUE,1
WAS,2009,34,Suisham,40,-3,TRUE,1
WAS,2009,39,Suisham,28,0,TRUE,1
WAS,2009,30,Suisham,47,-20,TRUE,1
WAS,2009,24,Suisham,48,-14,FALSE,1
WAS,2009,50,Suisham,30,-3,TRUE,1
WAS,2009,59,Suisham,35,7,TRUE,1
WAS,2009,20,Suisham,45,0,FALSE,1
WAS,2009,30,Suisham,39,3,FALSE,0
WAS,2009,45,Suisham,31,3,FALSE,1
WAS,2009,53,Suisham,50,6,FALSE,0
WAS,2009,49,Suisham,25,5,TRUE,1
WAS,2009,13,Suisham,32,7,TRUE,1
WAS,2009,34,Suisham,28,0,TRUE,1
WAS,2009,48,Suisham,21,7,TRUE,1
WAS,2009,59,Suisham,23,7,TRUE,0
DAL,2009,53,Suisham,23,14,TRUE,1
DAL,2009,29,Suisham,44,14,FALSE,1
DAL,2009,48,Suisham,30,24,FALSE,0
DAL,2009,27,Suisham,25,7,FALSE,1
DAL,2009,30,Suisham,48,17,FALSE,1
DAL,2009,10,Suisham,48,0,FALSE,0
DAL,2009,18,Suisham,33,-7,FALSE,1
DAL,2009,37,Suisham,49,-14,FALSE,0
NYG,2009,8,Tynes,28,0,FALSE,1
NYG,2009,49,Tynes,45,7,FALSE,1
NYG,2009,57,Tynes,28,10,FALSE,1
NYG,2009,6,Tynes,30,0,FALSE,1
NYG,2009,17,Tynes,28,3,FALSE,1
NYG,2009,34,Tynes,29,3,FALSE,0
NYG,2009,53,Tynes,36,3,FALSE,1
NYG,2009,60,Tynes,37,-1,FALSE,1
NYG,2009,30,Tynes,21,14,TRUE,0
NYG,2009,40,Tynes,26,14,TRUE,1
NYG,2009,30,Tynes,25,11,TRUE,1
NYG,2009,35,Tynes,40,14,TRUE,1
NYG,2009,42,Tynes,38,17,TRUE,0
NYG,2009,30,Tynes,25,21,FALSE,1
NYG,2009,38,Tynes,33,31,FALSE,1
NYG,2009,49,Tynes,37,34,FALSE,1
NYG,2009,15,Tynes,49,-14,FALSE,1
NYG,2009,48,Tynes,38,-24,FALSE,1
NYG,2009,52,Tynes,20,-10,FALSE,1
NYG,2009,40,Tynes,42,-26,TRUE,1
NYG,2009,51,Tynes,47,-23,TRUE,0
NYG,2009,46,Tynes,38,-7,FALSE,1
NYG,2009,58,Tynes,22,3,FALSE,1
NYG,2009,12,Tynes,39,0,FALSE,1
NYG,2009,20,Tynes,31,-4,FALSE,0
NYG,2009,64,Tynes,36,0,FALSE,1
NYG,2009,37,Tynes,39,-16,TRUE,1
NYG,2009,45,Tynes,52,-13,TRUE,1
NYG,2009,53,Tynes,23,4,FALSE,1
NYG,2009,13,Tynes,26,-14,FALSE,1
NYG,2009,22,Tynes,38,14,TRUE,1
NYG,2009,38,Tynes,40,-31,FALSE,1
IND,2009,44,Vinatieri,52,8,FALSE,0
IND,2009,21,Vinatieri,43,-3,TRUE,1
IND,2009,30,Vinatieri,48,-3,TRUE,1
IND,2009,38,Vinatieri,32,11,TRUE,0
IND,2009,49,Vinatieri,26,18,TRUE,1
IND,2009,52,Vinatieri,37,25,FALSE,1
IND,2009,54,Vinatieri,19,28,FALSE,1
IND,2009,53,Vinatieri,23,19,TRUE,1
IND,2009,19,Vinatieri,22,6,FALSE,1
PHI,2010,11,Akers,45,0,TRUE,1
PHI,2010,55,Akers,24,-10,TRUE,1
PHI,2010,15,Akers,49,-14,TRUE,1
PHI,2010,30,Akers,23,-14,TRUE,1
PHI,2010,19,Akers,33,0,TRUE,1
PHI,2010,45,Akers,53,7,TRUE,0
PHI,2010,56,Akers,45,7,TRUE,1
PHI,2010,18,Akers,37,14,TRUE,0
PHI,2010,46,Akers,47,18,TRUE,0
PHI,2010,53,Akers,37,18,TRUE,0
PHI,2010,57,Akers,30,11,TRUE,1
PHI,2010,18,Akers,25,0,TRUE,1
PHI,2010,30,Akers,46,3,TRUE,1
PHI,2010,34,Akers,46,6,TRUE,1
PHI,2010,47,Akers,28,6,TRUE,1
PHI,2010,4,Akers,22,7,TRUE,1
PHI,2010,13,Akers,21,10,TRUE,1
PHI,2010,24,Akers,31,6,TRUE,1
PHI,2010,38,Akers,44,-1,TRUE,1
PHI,2010,30,Akers,48,28,TRUE,1
PHI,2010,25,Akers,38,4,TRUE,1
PHI,2010,27,Akers,24,7,TRUE,1
PHI,2010,30,Akers,42,10,TRUE,0
PHI,2010,39,Akers,28,10,TRUE,1
PHI,2010,60,Akers,30,7,TRUE,1
PHI,2010,7,Akers,45,0,TRUE,1
PHI,2010,22,Akers,36,-4,TRUE,1
PHI,2010,49,Akers,22,-18,TRUE,1
PHI,2010,56,Akers,36,-15,TRUE,1
PHI,2010,21,Akers,36,11,TRUE,1
PHI,2010,30,Akers,22,7,TRUE,1
PHI,2010,40,Akers,39,-6,FALSE,1
PHI,2010,46,Akers,50,-3,FALSE,1
PHI,2010,52,Akers,28,7,FALSE,1
PHI,2010,17,Akers,34,-7,FALSE,1
PHI,2010,30,Akers,54,0,TRUE,0
PHI,2010,46,Akers,43,0,TRUE,1
PHI,2010,53,Akers,22,3,TRUE,1
PHI,2010,5,Akers,41,0,TRUE,0
PHI,2010,29,Akers,29,-14,TRUE,1
PHI,2010,47,Akers,34,-11,TRUE,0
SF,2010,6,Andrus,47,0,TRUE,0
SF,2010,37,Andrus,37,15,TRUE,0
SF,2010,43,Andrus,38,15,TRUE,1
SF,2010,48,Andrus,26,18,TRUE,1
TB,2010,15,Barth,49,-7,TRUE,1
TB,2010,38,Barth,24,7,TRUE,1
TB,2010,46,Barth,33,10,TRUE,1
TB,2010,3,Barth,40,0,TRUE,1
TB,2010,16,Barth,24,-4,TRUE,1
TB,2010,60,Barth,31,0,FALSE,1
TB,2010,29,Barth,40,-17,TRUE,0
TB,2010,47,Barth,47,-24,TRUE,0
TB,2010,10,Barth,35,0,TRUE,1
TB,2010,30,Barth,39,-14,TRUE,1
TB,2010,38,Barth,53,-11,TRUE,1
TB,2010,45,Barth,38,-8,TRUE,1
TB,2010,30,Barth,21,7,TRUE,1
TB,2010,57,Barth,53,3,TRUE,0
TB,2010,50,Barth,32,5,TRUE,1
TB,2010,40,Barth,41,7,TRUE,0
TB,2010,26,Barth,22,-3,FALSE,1
TB,2010,34,Barth,33,0,TRUE,1
TB,2010,28,Barth,25,-7,TRUE,1
TB,2010,34,Barth,44,-7,TRUE,1
TB,2010,41,Barth,35,-4,TRUE,1
TB,2010,52,Barth,30,-3,TRUE,1
TB,2010,59,Barth,26,0,TRUE,1
TB,2010,15,Barth,46,-7,TRUE,1
TB,2010,30,Barth,44,10,TRUE,0
TB,2010,5,Barth,43,0,FALSE,1
TB,2010,37,Barth,32,0,FALSE,1
TB,2010,56,Barth,48,7,FALSE,1
TEN,2010,14,Bironas,43,4,TRUE,1
TEN,2010,5,Bironas,21,-7,TRUE,1
TEN,2010,6,Bironas,48,0,FALSE,1
TEN,2010,53,Bironas,22,9,FALSE,1
TEN,2010,6,Bironas,35,0,TRUE,0
TEN,2010,30,Bironas,55,-3,TRUE,1
TEN,2010,40,Bironas,46,1,TRUE,1
TEN,2010,10,Bironas,52,7,FALSE,1
TEN,2010,45,Bironas,40,0,FALSE,1
TEN,2010,28,Bironas,26,14,TRUE,1
TEN,2010,34,Bironas,33,17,TRUE,1
TEN,2010,46,Bironas,36,17,TRUE,1
TEN,2010,44,Bironas,41,-9,TRUE,1
TEN,2010,51,Bironas,38,-2,TRUE,1
TEN,2010,60,Bironas,33,8,TRUE,1
TEN,2010,15,Bironas,21,-5,TRUE,1
TEN,2010,10,Bironas,40,0,TRUE,1
TEN,2010,27,Bironas,25,-3,TRUE,1
TEN,2010,36,Bironas,32,0,TRUE,1
TEN,2010,52,Bironas,40,0,TRUE,1
TEN,2010,39,Bironas,37,-17,TRUE,1
TEN,2010,48,Bironas,30,-14,TRUE,1
TEN,2010,30,Bironas,30,18,TRUE,1
TEN,2010,13,Bironas,26,-3,FALSE,1
TEN,2010,24,Bironas,42,-3,FALSE,1
TEN,2010,30,Bironas,61,-7,FALSE,0
STL,2010,6,Brown,34,0,FALSE,0
STL,2010,25,Brown,46,-3,FALSE,1
STL,2010,37,Brown,25,0,FALSE,1
STL,2010,13,Brown,36,0,TRUE,0
STL,2010,30,Brown,21,1,FALSE,0
STL,2010,49,Brown,37,5,FALSE,1
STL,2010,56,Brown,29,8,FALSE,1
STL,2010,59,Brown,36,11,FALSE,1
STL,2010,30,Brown,30,4,FALSE,1
STL,2010,58,Brown,31,14,FALSE,1
STL,2010,15,Brown,28,-3,FALSE,1
STL,2010,29,Brown,28,-14,FALSE,1
STL,2010,6,Brown,39,0,FALSE,1
STL,2010,56,Brown,48,7,FALSE,1
STL,2010,15,Brown,25,-3,TRUE,1
STL,2010,5,Brown,51,0,FALSE,0
STL,2010,20,Brown,33,0,FALSE,1
STL,2010,54,Brown,41,14,FALSE,1
STL,2010,6,Brown,42,0,TRUE,1
STL,2010,60,Brown,33,-3,TRUE,1
STL,2010,16,Brown,53,4,FALSE,1
STL,2010,30,Brown,28,7,TRUE,1
STL,2010,30,Brown,37,10,TRUE,1
STL,2010,44,Brown,45,20,TRUE,0
STL,2010,50,Brown,26,13,TRUE,1
STL,2010,15,Brown,28,-6,TRUE,1
STL,2010,20,Brown,52,-3,TRUE,1
STL,2010,30,Brown,20,0,TRUE,1
STL,2010,45,Brown,43,10,TRUE,1
STL,2010,19,Brown,38,-14,FALSE,1
STL,2010,29,Brown,45,-11,FALSE,1
STL,2010,36,Brown,46,-15,FALSE,0
STL,2010,8,Brown,37,0,FALSE,1
STL,2010,11,Brown,52,3,FALSE,1
STL,2010,25,Brown,43,2,FALSE,1
STL,2010,36,Brown,30,-2,FALSE,1
STL,2010,57,Brown,28,5,FALSE,1
STL,2010,22,Brown,32,-7,FALSE,1
STL,2010,36,Brown,27,-4,FALSE,1
SD,2010,10,Brown,32,0,TRUE,1
SD,2010,45,Brown,28,-17,TRUE,1
SD,2010,60,Brown,50,-3,TRUE,0
SD,2010,38,Brown,34,-5,TRUE,1
SD,2010,48,Brown,36,5,TRUE,1
ATL,2010,29,Bryant,46,-3,TRUE,0
ATL,2010,30,Bryant,49,-3,TRUE,1
ATL,2010,35,Bryant,39,0,TRUE,1
ATL,2010,57,Bryant,23,-3,TRUE,1
ATL,2010,17,Bryant,24,7,FALSE,1
ATL,2010,41,Bryant,35,24,FALSE,1
ATL,2010,42,Bryant,23,0,FALSE,1
ATL,2010,73,Bryant,46,0,FALSE,1
ATL,2010,30,Bryant,37,-7,FALSE,1
ATL,2010,40,Bryant,31,-4,FALSE,1
ATL,2010,60,Bryant,43,-1,FALSE,1
ATL,2010,16,Bryant,24,0,TRUE,1
ATL,2010,25,Bryant,30,-4,TRUE,1
ATL,2010,29,Bryant,30,-1,TRUE,0
ATL,2010,6,Bryant,41,-7,TRUE,0
ATL,2010,38,Bryant,26,-14,TRUE,1
ATL,2010,17,Bryant,45,4,FALSE,1
ATL,2010,25,Bryant,31,7,FALSE,1
ATL,2010,45,Bryant,41,10,FALSE,1
ATL,2010,30,Bryant,28,7,FALSE,1
ATL,2010,33,Bryant,51,10,FALSE,1
ATL,2010,12,Bryant,42,-7,FALSE,1
ATL,2010,23,Bryant,29,0,FALSE,1
ATL,2010,30,Bryant,24,3,FALSE,1
ATL,2010,52,Bryant,21,6,FALSE,1
ATL,2010,6,Bryant,38,0,FALSE,1
ATL,2010,60,Bryant,47,0,FALSE,1
ATL,2010,28,Bryant,39,14,TRUE,1
ATL,2010,26,Bryant,27,0,FALSE,1
ATL,2010,41,Bryant,25,14,FALSE,1
ATL,2010,36,Bryant,47,18,FALSE,1
DAL,2010,16,Buehler,34,-3,TRUE,0
DAL,2010,34,Buehler,28,-6,FALSE,1
DAL,2010,53,Buehler,44,-3,FALSE,0
DAL,2010,59,Buehler,48,-10,FALSE,1
DAL,2010,30,Buehler,49,4,TRUE,1
DAL,2010,57,Buehler,40,18,TRUE,1
DAL,2010,14,Buehler,51,-10,FALSE,1
DAL,2010,36,Buehler,44,0,FALSE,0
DAL,2010,50,Buehler,26,-3,FALSE,1
DAL,2010,6,Buehler,26,7,FALSE,1
DAL,2010,20,Buehler,41,3,FALSE,1
DAL,2010,5,Buehler,34,0,FALSE,1
DAL,2010,16,Buehler,22,3,FALSE,1
DAL,2010,27,Buehler,23,13,FALSE,1
DAL,2010,55,Buehler,34,13,FALSE,0
DAL,2010,25,Buehler,21,-17,FALSE,1
DAL,2010,30,Buehler,53,-17,FALSE,1
DAL,2010,60,Buehler,59,-3,FALSE,0
DAL,2010,14,Buehler,30,7,FALSE,1
DAL,2010,30,Buehler,48,10,FALSE,0
DAL,2010,40,Buehler,46,3,FALSE,1
DAL,2010,67,Buehler,38,0,FALSE,1
DAL,2010,30,Buehler,50,-7,FALSE,1
DAL,2010,35,Buehler,43,-4,FALSE,1
DAL,2010,5,Buehler,42,0,FALSE,1
DAL,2010,18,Buehler,20,10,FALSE,1
DAL,2010,30,Buehler,35,13,FALSE,0
DAL,2010,41,Buehler,20,13,FALSE,1
DAL,2010,60,Buehler,39,0,FALSE,1
DAL,2010,18,Buehler,42,-14,TRUE,1
DAL,2010,39,Buehler,53,-11,TRUE,1
DAL,2010,51,Buehler,52,-3,TRUE,0
NO,2010,29,Carney,32,0,FALSE,1
NO,2010,41,Carney,32,-4,FALSE,1
NO,2010,56,Carney,25,-1,FALSE,1
NO,2010,6,Carney,31,0,TRUE,1
NO,2010,29,Carney,32,0,TRUE,1
NO,2010,44,Carney,29,0,TRUE,0
MIA,2010,7,Carpenter,32,0,FALSE,1
MIA,2010,30,Carpenter,46,7,FALSE,0
MIA,2010,51,Carpenter,43,7,FALSE,1
MIA,2010,29,Carpenter,44,-7,TRUE,1
MIA,2010,40,Carpenter,20,-4,TRUE,1
MIA,2010,54,Carpenter,50,-4,TRUE,1
MIA,2010,46,Carpenter,53,-13,TRUE,0
MIA,2010,30,Carpenter,53,-3,FALSE,1
MIA,2010,38,Carpenter,41,0,FALSE,1
MIA,2010,66,Carpenter,44,0,FALSE,1
MIA,2010,1,Carpenter,39,0,TRUE,1
MIA,2010,4,Carpenter,23,3,TRUE,1
MIA,2010,24,Carpenter,22,-4,TRUE,1
MIA,2010,44,Carpenter,37,-4,TRUE,1
MIA,2010,55,Carpenter,40,-1,TRUE,1
MIA,2010,13,Carpenter,38,-7,FALSE,1
MIA,2010,22,Carpenter,42,-4,FALSE,1
MIA,2010,30,Carpenter,24,-8,FALSE,1
MIA,2010,30,Carpenter,54,-5,FALSE,1
MIA,2010,43,Carpenter,31,-2,FALSE,1
MIA,2010,30,Carpenter,19,-6,FALSE,1
MIA,2010,48,Carpenter,46,-10,FALSE,0
MIA,2010,20,Carpenter,23,-3,TRUE,1
MIA,2010,37,Carpenter,26,0,TRUE,1
MIA,2010,47,Carpenter,42,3,TRUE,1
MIA,2010,3,Carpenter,49,-7,TRUE,1
MIA,2010,24,Carpenter,51,3,TRUE,0
MIA,2010,30,Carpenter,23,-4,TRUE,1
MIA,2010,37,Carpenter,44,6,TRUE,1
MIA,2010,41,Carpenter,49,9,TRUE,0
MIA,2010,56,Carpenter,25,6,TRUE,1
MIA,2010,6,Carpenter,41,0,TRUE,0
MIA,2010,30,Carpenter,60,-3,TRUE,1
MIA,2010,8,Carpenter,47,0,FALSE,1
MIA,2010,4,Carpenter,48,0,TRUE,0
MIA,2010,30,Carpenter,61,-3,TRUE,0
MIA,2010,43,Carpenter,53,-10,TRUE,0
MIA,2010,59,Carpenter,48,-3,TRUE,0
MIA,2010,15,Carpenter,40,-3,TRUE,1
MIA,2010,51,Carpenter,28,7,TRUE,1
MIA,2010,9,Carpenter,40,-7,FALSE,0
GB,2010,17,Crosby,49,-3,TRUE,1
GB,2010,30,Crosby,56,7,TRUE,1
GB,2010,4,Crosby,44,0,FALSE,1
GB,2010,8,Crosby,24,3,FALSE,1
GB,2010,26,Crosby,38,7,TRUE,1
GB,2010,39,Crosby,37,3,TRUE,0
GB,2010,23,Crosby,52,7,TRUE,1
GB,2010,38,Crosby,36,7,TRUE,1
GB,2010,43,Crosby,48,10,TRUE,0
GB,2010,60,Crosby,53,0,TRUE,0
GB,2010,3,Crosby,46,0,FALSE,1
GB,2010,50,Crosby,26,-3,FALSE,1
GB,2010,11,Crosby,20,0,FALSE,1
GB,2010,29,Crosby,45,3,FALSE,0
GB,2010,54,Crosby,41,3,FALSE,1
GB,2010,60,Crosby,40,6,FALSE,1
GB,2010,10,Crosby,54,0,FALSE,0
GB,2010,47,Crosby,26,28,FALSE,1
GB,2010,21,Crosby,42,-3,FALSE,1
GB,2010,15,Crosby,22,-3,FALSE,1
GB,2010,11,Crosby,29,-3,FALSE,0
GB,2010,47,Crosby,43,12,FALSE,1
GB,2010,57,Crosby,24,15,FALSE,1
GB,2010,35,Crosby,42,0,FALSE,1
GB,2010,7,Crosby,31,0,FALSE,1
GB,2010,47,Crosby,19,3,FALSE,1
GB,2010,35,Crosby,31,7,FALSE,1
GB,2010,43,Crosby,23,-3,FALSE,1
GB,2010,47,Crosby,50,21,FALSE,0
GB,2010,54,Crosby,43,21,FALSE,1
GB,2010,59,Crosby,32,24,FALSE,1
GB,2010,58,Crosby,23,3,FALSE,1
BAL,2010,38,Cundiff,25,1,FALSE,1
BAL,2010,55,Cundiff,38,-2,FALSE,1
BAL,2010,37,Cundiff,51,4,FALSE,0
BAL,2010,55,Cundiff,49,4,FALSE,1
BAL,2010,9,Cundiff,46,0,TRUE,0
BAL,2010,30,Cundiff,33,0,TRUE,1
BAL,2010,21,Cundiff,37,14,FALSE,1
BAL,2010,9,Cundiff,26,0,FALSE,1
BAL,2010,46,Cundiff,25,7,FALSE,1
BAL,2010,7,Cundiff,41,0,FALSE,1
BAL,2010,29,Cundiff,48,-14,FALSE,1
BAL,2010,64,Cundiff,38,0,FALSE,1
BAL,2010,16,Cundiff,26,0,FALSE,1
BAL,2010,27,Cundiff,39,3,FALSE,1
BAL,2010,45,Cundiff,37,10,FALSE,0
BAL,2010,54,Cundiff,20,10,FALSE,1
BAL,2010,58,Cundiff,24,13,FALSE,1
BAL,2010,14,Cundiff,22,7,TRUE,1
BAL,2010,31,Cundiff,33,14,TRUE,1
BAL,2010,54,Cundiff,49,7,TRUE,1
BAL,2010,16,Cundiff,45,0,FALSE,1
BAL,2010,38,Cundiff,24,4,FALSE,1
BAL,2010,43,Cundiff,33,4,FALSE,1
BAL,2010,50,Cundiff,32,0,FALSE,1
BAL,2010,60,Cundiff,27,3,FALSE,1
BAL,2010,17,Cundiff,27,-7,TRUE,1
BAL,2010,26,Cundiff,40,3,TRUE,1
BAL,2010,5,Cundiff,25,0,FALSE,1
BAL,2010,26,Cundiff,47,3,FALSE,1
BAL,2010,6,Cundiff,19,0,TRUE,1
BAL,2010,39,Cundiff,29,3,TRUE,1
BAL,2010,41,Cundiff,29,6,TRUE,1
BAL,2010,57,Cundiff,24,-3,TRUE,1
CLE,2010,30,Dawson,62,4,TRUE,0
CLE,2010,30,Dawson,42,4,TRUE,0
CLE,2010,9,Dawson,38,0,FALSE,1
CLE,2010,13,Dawson,30,0,TRUE,1
CLE,2010,30,Dawson,31,0,TRUE,1
CLE,2010,39,Dawson,22,10,TRUE,1
CLE,2010,35,Dawson,19,1,TRUE,1
CLE,2010,14,Dawson,39,0,TRUE,1
CLE,2010,5,Dawson,23,0,FALSE,1
CLE,2010,28,Dawson,21,7,FALSE,1
CLE,2010,54,Dawson,48,10,FALSE,1
CLE,2010,4,Dawson,38,0,TRUE,1
CLE,2010,50,Dawson,37,17,TRUE,1
CLE,2010,6,Dawson,34,0,TRUE,1
CLE,2010,25,Dawson,23,0,TRUE,1
CLE,2010,22,Dawson,51,4,TRUE,0
CLE,2010,44,Dawson,38,4,TRUE,1
CLE,2010,51,Dawson,51,7,TRUE,0
CLE,2010,58,Dawson,41,0,TRUE,1
CLE,2010,58,Dawson,41,-2,TRUE,1
CLE,2010,29,Dawson,32,0,TRUE,1
CLE,2010,38,Dawson,47,0,TRUE,0
CLE,2010,60,Dawson,23,0,TRUE,1
CLE,2010,5,Dawson,19,0,FALSE,1
CLE,2010,27,Dawson,25,-4,FALSE,1
CLE,2010,46,Dawson,23,-9,FALSE,1
CLE,2010,30,Dawson,30,-6,TRUE,1
CLE,2010,16,Dawson,19,-14,TRUE,1
ARI,2010,17,Feely,22,0,FALSE,1
ARI,2010,30,Feely,54,-17,FALSE,0
ARI,2010,11,Feely,42,-3,TRUE,1
ARI,2010,57,Feely,53,-34,TRUE,1
ARI,2010,19,Feely,37,-10,TRUE,1
ARI,2010,36,Feely,44,-3,TRUE,1
ARI,2010,49,Feely,29,0,TRUE,1
ARI,2010,46,Feely,24,-12,FALSE,1
ARI,2010,48,Feely,22,11,FALSE,1
ARI,2010,22,Feely,23,-3,TRUE,1
ARI,2010,5,Feely,36,0,TRUE,1
ARI,2010,41,Feely,29,-18,TRUE,1
ARI,2010,9,Feely,31,-7,TRUE,1
ARI,2010,28,Feely,39,-18,TRUE,1
ARI,2010,4,Feely,45,0,TRUE,1
ARI,2010,10,Feely,41,3,TRUE,1
ARI,2010,11,Feely,36,-3,TRUE,1
ARI,2010,19,Feely,48,0,TRUE,1
ARI,2010,30,Feely,55,10,TRUE,1
ARI,2010,36,Feely,23,13,TRUE,1
ARI,2010,44,Feely,49,16,TRUE,0
ARI,2010,45,Feely,49,16,TRUE,1
ARI,2010,30,Feely,23,-13,TRUE,1
ARI,2010,60,Feely,30,-10,TRUE,1
ARI,2010,13,Feely,49,14,TRUE,0
ARI,2010,57,Feely,49,1,TRUE,1
ARI,2010,60,Feely,48,-2,TRUE,1
NYJ,2010,4,Folk,23,0,FALSE,1
NYJ,2010,22,Folk,28,3,FALSE,1
NYJ,2010,50,Folk,48,-4,FALSE,1
NYJ,2010,30,Folk,49,-7,FALSE,1
NYJ,2010,41,Folk,36,-4,FALSE,1
NYJ,2010,30,Folk,61,4,TRUE,0
NYJ,2010,48,Folk,30,1,TRUE,1
NYJ,2010,8,Folk,30,7,FALSE,0
NYJ,2010,24,Folk,19,7,FALSE,1
NYJ,2010,10,Folk,25,0,FALSE,1
